id,line,outcome,confidence,misfiled,layer,document,section,lots,field,states,zones,figure,condition,duplicates,fragment,note,text
M0020,666,not_here,inferred,False,or/multnomah/gresham,or/multnomah/gresham/4.0100.residential.txt,4.0141,28873,max_height_ft,10.0,LDR-5 LDR-7 TLDR TR,10,roof-top wind energy system,,and shall not exceed 10 feet above the height of the roof on which the system is installed.,"4.0141.C.1.a: height cap on a roof-top wind energy system (L663-L665), measured above the roof it sits on. Accessory equipment, not the building; the building's own limit is the district height we already hold.",and shall not exceed 10 feet above the height of the roof on which the system is installed.
M0020,669,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.0100.residential.txt,4.0141,28873,max_height_ft,10.0,MDR-12 MDR-24 OFR,10,roof-top wind energy system,,Roof-top. The height of roof-top wind energy systems shall not exceed a value equal to 10 feet,"Height cap on roof-top wind energy systems in MDR-12/MDR-24/OFR; accessory equipment, not a building height standard.",a. Roof-top. The height of roof-top wind energy systems shall not exceed a value equal to 10 feet
M0020,671,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.0100.residential.txt,4.0141,28873,max_height_ft,45.0,MDR-12 MDR-24 OFR,45,building plus roof-top wind energy system combined,,the wind energy system height together shall not exceed 45 feet.,"A combined cap on building height plus a roof-top wind turbine; it constrains the turbine, not the building (the 35 ft building limit we hold still governs the structure). Only matters if a fourplex mounts a wind system.",the wind energy system height together shall not exceed 45 feet.
M0020,672,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.0100.residential.txt,4.0141,28873,max_height_ft,45.0,MDR-12 MDR-24 OFR,45,ground-mounted wind energy system,,Ground-mounted. The height of ground-mounted wind energy systems shall not exceed 45 feet as,"Height cap on a ground-mounted wind energy system measured from grade at its base; accessory equipment, not the building.",b. Ground-mounted. The height of ground-mounted wind energy systems shall not exceed 45 feet as
M0021,218,not_here,inferred,False,or/multnomah/gresham,or/multnomah/gresham/4.0200.commercial.txt,4.0232,28873,max_height_ft,10.0,NC,10,"solar energy system on frames, flat or mansard roof",,frames shall not exceed 10 feet above the roof height on which the system is installed.,"4.0232.C.1.a: height of frame-mounted solar panels above a flat roof (L217); accessory equipment, not a building height. Separately, we_hold shows NO max_height_ft for NC at all -- that gap is real but this line is not its source.",frames shall not exceed 10 feet above the roof height on which the system is installed.
M0021,221,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.0200.commercial.txt,4.0232,28873,max_height_ft,20.0,NC,20,ground-mounted solar energy system,,Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.,"Height cap on a ground-mounted solar array, not the building. NC's missing building height must come from the NC district standards, not from 4.0232.",2. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
M0022,667,not_here,inferred,False,or/multnomah/gresham,or/multnomah/gresham/4.0400.corridor.txt,4.0442,28873,max_height_ft,10.0,CC CMF CMU MC RTC SC SC-RJ,10,"solar energy system on frames, flat or mansard roof",,frames shall not exceed 10 feet above the roof height on which the system is installed.,"4.0442.C.1.a solar energy standards for corridor districts (L664): height of frame-mounted panels above a flat roof, accessory equipment. Note we_hold has no max_height_ft for RTC, SC or SC-RJ though they are chapter zones -- a gap, but not one this line fills.",frames shall not exceed 10 feet above the roof height on which the system is installed.
M0022,670,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.0400.corridor.txt,4.0442,28873,max_height_ft,20.0,CC CMF CMU MC RTC SC SC-RJ,20,ground-mounted solar energy system,,Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.,"Height cap on a ground-mounted solar array in corridor districts, not on the building.",2. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
M0023,1340,not_here,clear,True,or/multnomah/troutdale,or/multnomah/troutdale/8.development-standards.txt,8,5139,parking_min_per_unit,100.0,,,manufactured home park,,factured home space or in an off-street parking bay within one hundred (100) feet,"Manufactured home park standard (item 9.f): the 100 is a DISTANCE -- resident stalls may sit in a parking bay within 100 ft of the home served -- not a stalls-per-unit ratio. Different housing type and a distance, not a ratio; the actual ratio is deferred to Chapter 9 (L1336-L1337), which we already hold.",factured home space or in an off-street parking bay within one hundred (100) feet
M0023,1348,not_here,inferred,True,or/multnomah/troutdale,or/multnomah/troutdale/8.development-standards.txt,8,5139,parking_min_per_unit,100.0,,,non-residential uses inside a manufactured home park,,These parking spaces shall be provided within one hundred (100) feet of the,"Item 9.h (L1346-L1349): stalls for non-residential uses within a manufactured home park must be within 100 ft of that use; a distance, for a non-residential use, inside a manufactured home park. Not a per-unit ratio and not our building.",These parking spaces shall be provided within one hundred (100) feet of the
M0024,1978,not_here,inferred,False,or/multnomah/_unincorporated,or/multnomah/_unincorporated/33.110.txt,33.815.040,2855,max_height_ft,50.0,,50,institutional uses (Table 110-9),,Maximum Height [3] 50 ft.,"This row is in Table 110-9, headed 'Institutional Development Standards [1]' (L1973-L1974), inside 33.815.040 -- the conditional-use standards for schools, religious institutions and similar institutional uses in the R zones. The 50 ft ceiling governs institutional buildings, not a 4-unit townhouse; our residential 30 ft (L435/L454) stands.",Maximum Height [3] 50 ft.
M0024,1979,not_here,inferred,True,or/multnomah/_unincorporated,or/multnomah/_unincorporated/33.110.txt,33.815.040,2855,max_height_ft,1.0 | 2.0,,,institutional uses (Table 110-9),,"Minimum Building Setbacks [2] 1 ft. back for every 2 ft. of bldg. height, but in no case less than 15 ft.","Not a height standard: this is the minimum building setback row of Table 110-9 (institutional development), a height-proportional setback with a 15 ft floor. The reader matched 'bldg. height' to max_height_ft. Either way it governs institutional uses only, so nothing to encode for our building.","Minimum Building Setbacks [2] 1 ft. back for every 2 ft. of bldg. height, but in no"
M0025,597,encode,inferred,False,or/multnomah/_unincorporated,or/multnomah/_unincorporated/33.140.txt,33.140,2855,max_height_ft,45.0 | 65.0,EG2 IG2,,"no limit (the EG2 and IG2 cells read 'no limit', not a number)",,Maximum Height 45 ft. no limit 65 ft no limit no limit no limit,"Table 140-2, the E/I-zone development standards. Column order is EG1, EG2, EX, IG1, IG2, IH -- confirmed inside the passage by the abutting-R setback row (L604: the EG2, IG2 and IH cells read 15 ft, matching Table 140-3's 'EG2, IG2, IH' group at L629). The 45 ft and 65 ft the reader took are the EG1 and EX cells, neither a chapter zone; the EG2 and IG2 cells both read 'no limit'. We hold no max_height_ft at all for EG2 or IG2, so write both as no height limit (exempt/unbounded), never as 45 or 65.",Maximum Height 45 ft. no limit 65 ft no limit no limit no limit
M0025,629,not_here,unclear,True,or/multnomah/_unincorporated,or/multnomah/_unincorporated/33.140.txt,33.140,2855,max_height_ft,15.0 | 10.0,EG2 IG2,,side or rear lot line abutting an R-zoned lot; any wall height,,"EG2, IG2, IH Any height 15 ft. / 10 ft. @ L3 15 ft. / 10 ft. @ L3","Not a height standard. Table 140-3 (L625-L626 header) gives the minimum building setback from a side and from a rear lot line abutting an R-zoned lot, banded by wall height; for EG2, IG2, IH at any height it is 15 ft, or 10 ft with L3 landscaping (note [1] L631: not for lot lines abutting RX). The fields it belongs to are setback_side_ft / setback_rear_ft with an abutting-R condition. I cannot tell from this batch whether EG2/IG2 already hold that -- we_hold lists only max_height_ft here; if they do not, this is the line to encode.","EG2, IG2, IH Any height 15 ft. / 10 ft. @ L3 15 ft. / 10 ft. @ L3"
M0026,237,not_here,clear,False,or/multnomah/fairview,or/multnomah/fairview/19.163.txt,19.163.050,2456,max_height_ft,12.0,,12,wire fence around a recreational court,,"Any recreational court, with the consent of the planning commission, may be enclosed by a wire fence not to exceed 12 feet in height","19.163.050.D is a fence height for recreational-court enclosures, not a building height. Fences are not the building being screened.","D. Fences – Recreational Courts. Any recreational court, with the consent of the planning commission, may be enclosed by a wire fence not to exceed 12 feet in height; provided, that no part of the cou"
M0026,247,not_here,clear,False,or/multnomah/fairview,or/multnomah/fairview/19.163.txt,19.163.050,2456,max_height_ft,10.0,,10,electric fence; industrial and agricultural holding districts only (L245),,The electric fence shall not exceed 10 feet in height and shall be completely surrounded by a nonelectric fence or wall a minimum of six feet in height.,"An electric-fence height, and L245 restricts electric fences to general industrial, light industrial and agricultural holding districts. Neither a building nor a residential zone.",2. The electric fence shall not exceed 10 feet in height and shall be completely surrounded by a nonelectric fence or wall a minimum of six feet in height.
M0027,187,not_here,clear,True,or/multnomah/fairview,or/multnomah/fairview/19.164.txt,19.164.040,2456,parking_min_per_unit,10.0,,,short-term bicycle parking for multi-unit dwellings,,Short-term bicycle parking shall be provided at a ratio of one bicycle space for every 10 vehicle parking spaces,"Bicycle parking, not vehicle stalls: 1 short-term bike space per 10 vehicle spaces (and L189, unmarked, 1 long-term bike space per dwelling unit) for multi-unit dwellings. No bicycle field on this screen; with Fairview's vehicle minimum held at 0 (L25) the short-term ratio yields zero spaces anyway.","a. Short-term bicycle parking shall be provided at a ratio of one bicycle space for every 10 vehicle parking spaces and shall be located within 30 feet of the main entrance to the building, in a locat"
M0027,193,not_here,clear,True,or/multnomah/fairview,or/multnomah/fairview/19.164.txt,19.164.040,2456,parking_min_per_unit,10.0,,,"short-term bicycle parking for commercial retail, office and institutional developments",,one bicycle space for every 10 vehicle parking spaces and shall be located within 50 feet of the main entrance to the building,"Bicycle parking, and under the heading at L191 'Commercial Retail, Office, and Institutional Developments'. Wrong standard and wrong use for a 4-unit townhouse.","a. Short-term bicycle parking shall be provided at a ratio of one bicycle space for every 10 vehicle parking spaces and shall be located within 50 feet of the main entrance to the building, in a locat"
M0028,414,not_here,clear,True,or/clackamas/_unincorporated,or/clackamas/_unincorporated/zdo.1015.txt,1015.03,0,parking_min_per_unit,2.0,,,bicycle parking location,,At least 75 percent of the bicycle parking spaces shall be located within 50 feet of a public entrance to the building.,A bicycle-parking location standard (75% within 50 ft of an entrance). The reader's '2' is the list numeral. Not a vehicle-stall ratio.,2 At least 75 percent of the bicycle parking spaces shall be located within 50 feet of a public entrance to the building.
M0028,424,not_here,clear,True,or/clackamas/_unincorporated,or/clackamas/_unincorporated/zdo.1015.txt,1015.03,0,parking_min_per_unit,1.0,,,bicycle parking cover; quadplexes named,,"When more than seven bicycle parking spaces are required, a minimum of 50 percent of the spaces shall be covered.","A bicycle-parking design standard, not vehicle stalls; the reader's '1' is the list numeral. Worth knowing but not for this field: the second sentence makes ALL required bicycle spaces for 'quadplexes, and multifamily dwellings' covered, a real obligation on our building that no field on this screen holds.","1 When more than seven bicycle parking spaces are required, a minimum of 50 percent of the spaces shall be covered. All of the required bicycle spaces for schools, park-and-ride lots, congregate housi"
M0028,428,not_here,clear,True,or/clackamas/_unincorporated,or/clackamas/_unincorporated/zdo.1015.txt,1015.03,0,parking_min_per_unit,3.0 | 15.0,,,bicycle parking security when more than 15 covered spaces are required,,"When more than 15 covered bicycle parking spaces are required, 50 percent of the required covered spaces shall be enclosed","Bicycle-parking enclosure standard; the reader's '3' is the list numeral and '15' is a bicycle-space threshold. Not a vehicle-stall ratio, and a 4-unit building will not reach 15 required bicycle spaces.","3 When more than 15 covered bicycle parking spaces are required, 50 percent of the required covered spaces shall be enclosed and offer a high level of security, e.g., bicycle lockers or a locked cage "
M0029,327,encode,unclear,False,or/clackamas/happy-valley,or/clackamas/happy-valley/16.22.residential.txt,16.22.030,0,max_density_du_per_acre,8.5,R8.5,5.12,"one primary dwelling unit per 8,500 sq ft of lot (43,560 / 8,500 = 5.12 du/acre); applicability to a quadplex needs the middle-housing provisions",,"The numerical designation of R-8.5 shall be interpreted to mean that the maximum density shall be one primary dwelling unit per 8,500 square feet.","The reader's 8.5 is the zone label, not a density. The line states an operative district-wide maximum density (1 primary du per 8,500 sq ft) and we hold null for R8.5's base density, only a unit_lots exception at 20.5 (which is 4 units per 8,500 sq ft, i.e. the per-unit lot-area table at L468/L471). This is the same shape as Milwaukie's R-MD 6.2 du/acre cap named in the field's own description. What I cannot tell from this passage: whether 16.22's middle-housing section disapplies this density to quadplexes (OAR 660-046-0220 bars density maximums on large-city middle housing) -- taken literally it asks 34,000 sq ft for four units and would RED the zone. Encode as the stated cap with that ruling attached, or record the refusal in prose; do not leave it unread.","Residential—Eight thousand five hundred Square Feet (R-8.5). This urban residential district responds to the continuing urbanization of the City. Single-family detached dwellings are encouraged, but m"
M0029,331,encode,unclear,False,or/clackamas/happy-valley,or/clackamas/happy-valley/16.22.residential.txt,16.22.030,0,max_density_du_per_acre,7.0,R7,6.22,"one primary dwelling unit per 7,000 sq ft of lot area (43,560 / 7,000 = 6.22 du/acre); applicability to a quadplex needs the middle-housing provisions",,"The numerical designation R-7 shall be interpreted to mean that the maximum density shall be one primary dwelling unit per 7,000 square feet of lot area.","Same as L327 for R-7: the reader's 7.0 is the zone label; the operative figure is 1 primary du per 7,000 sq ft. We hold null for R7's base density with a unit_lots exception at 24.9 (4 units per 7,000 sq ft). The open question is identical -- whether the chapter's middle-housing provisions (L468/L471) override this district density for quadplexes; read literally it asks 28,000 sq ft for four units. Needs a ruling, not silence.",Residential—Seven thousand Square Feet (R-7). This development district will allow more urban residential density within the City through the use of small lots and a variation in dwelling types. Trend
M0030,371,not_here,clear,False,or/clackamas/tualatin,or/clackamas/tualatin/40-41.residential.txt,41.220,0,max_height_ft,75.0,,75,"water reservoirs (Basic Utilities, conditional use)",,"Conditional uses limited to water reservoirs, with a maximum height of 75 feet.","A use-table limitation on Basic Utilities (L368): conditional-use water reservoirs may be up to 75 ft. It is a height for reservoirs, not for a dwelling; RML's 35 ft (L577) stands.",with a maximum height of 75 feet.
M0030,516,not_here,inferred,False,or/clackamas/tualatin,or/clackamas/tualatin/40-41.residential.txt,41.220,0,min_lot_width_ft,100.0 | 40.0,RML,100,conditional uses (row of the RML minimum average lot width table),,Conditional Uses 100 feet Minimum lot width at street is 40 feet.,"This is the 'Conditional Uses' row of the RML MINIMUM AVERAGE LOT WIDTH table (L497); a quadplex is a permitted use with its own row here (L478 in the lot-size table, L501-L503 in the width table), so 100 ft / 40 ft at street do not reach our building. But the same table shows we hold NO min_lot_width_ft for RML at all: L501-L503 'Duplex, Triplex, Quadplex, and Cottage Clusters 50 feet May be reduced to 30 feet if on a cul-de-sac' (26 ft for Flexible Lot Subdivisions) -- that unmarked line is the one RML is missing.",Conditional Uses 100 feet Minimum lot width at street is 40 feet.
M0031,4335,not_here,inferred,False,or/clackamas/wilsonville,or/clackamas/wilsonville/4.planning.txt,4.163,0,min_lot_sqft,30000.0,RA-H,30000,RA-H (Residential Agricultural-Holding) zone,,"A. Minimum Lot Size: 30,000 square feet.","These '(.05) Dimensional Standards' belong to the RA-H zone (Wilsonville 4.110), identified from the surrounding permitted uses -- non-commercial parks kept 45 ft from 'any other lot in a residential or RA-H district' (L4319-L4320), farm-product stands (L4332) -- not to any of the chapter zones; the batch's '4.163' section label is off. RA-H is not an encoded zone. If any screened lot sits in RA-H that is a zone gap for the zone ledger, not a figure to add to OTR/PDR/R/RN/V.","A. Minimum Lot Size: 30,000 square feet."
M0031,4336,not_here,inferred,False,or/clackamas/wilsonville,or/clackamas/wilsonville/4.planning.txt,4.163,0,setback_rear_ft,30.0,RA-H,30,RA-H (Residential Agricultural-Holding) zone; front and rear,,B. Minimum Front and Rear Yard Setbacks: 30 feet.,Same RA-H dimensional standards as L4335: a 30 ft front and rear yard for the agricultural-holding zone (side yard 10 ft at L4337). None of the chapter zones; the values we hold for OTR/PDR/R/RN/V (15/20/5 ft) come from their own sections and are untouched by this line.,B. Minimum Front and Rear Yard Setbacks: 30 feet.
M0032,4633,not_here,inferred,False,or/clackamas/milwaukie,or/clackamas/milwaukie/19.500.supplementary.txt,19.511,0,max_coverage_pct,10.0,,,affordable-housing incentive (19.511),,Maximum lot coverage: up to 10 percentage points increase over the base maximum.,"19.511 is Milwaukie's affordable-housing incentive section (L4689 and L4693 condition the bonuses on 100% of units restricted to 80% AMI or affordable homeownership under 19.511.B). The 10 is an optional bonus increment over the base maximum for a qualifying regulated-affordable development, not a coverage figure on a market-rate 4-unit townhouse; the base 30% (R-MD) / 50% (R-HD) we hold still governs. A different stage/programme, not a site condition.",Maximum lot coverage: up to 10 percentage points increase over the base maximum.
M0032,4693,not_here,clear,True,or/clackamas/milwaukie,or/clackamas/milwaukie/19.500.supplementary.txt,19.511,0,max_units,19.511,,,,,"eligible for the incentives as defined in Subsection 19.511.B, the incentives identified in this subsection are increased by an additional 10 percentage points","The matched figure 19.511 is a section cross-reference (Subsection 19.511.B), not a dwelling-unit count. The sentence raises the affordable-homeownership incentive bonuses by 10 percentage points; it states no standard on our building and no unit maximum. Not a max_units line.","For housing developments where 100% of the total number of proposed dwelling units are homeownership units and are eligible for the incentives as defined in Subsection 19.511.B, the incentives identif"
M0033,173,not_here,clear,True,or/clackamas/gladstone,or/clackamas/gladstone/17.10.r-7.2.txt,17.10.050,0,max_units,2.0,,,cottage cluster only,,"Cottage cluster minimum setbacks can be reduced to five feet, if there is more than 150 square feet per dwelling unit of common open space provided","The matched 2 is the subsection reference in GMC 17.12.065(2). The sentence is a side-setback reduction (to 5 ft) for cottage clusters conditioned on common open space, a different housing type and a setback standard, not a unit count. Our 4-unit attached townhouse is not a cottage cluster.","Cottage cluster minimum setbacks can be reduced to five feet, if there is more than 150 square feet per dwelling unit of common open space provided, as defined in GMC Section 17.12.065(2)."
M0034,782,not_here,clear,True,or/clackamas/milwaukie,or/clackamas/milwaukie/19.600.parking.txt,19.606.4,0,parking_min_per_unit,1.0,,,,,"Calculating the 1/4-acre threshold (10,890 sq ft) is based on the cumulative area measured around the perimeter of all new off-street parking spaces","The matched 1 is the numerator of '1/4-acre'. The sentence tells how to measure the 1/4-acre parking-area threshold that triggers Milwaukie's parking-lot tree-canopy/landscaping standard (the surrounding lines L854, L862 are all canopy coverage). It is a parking lot's landscaping applicability rule, not a stalls-per-unit ratio; the 0.5/unit we hold at 19.600.parking.txt#L292 is untouched.","Calculating the 1/4-acre threshold (10,890 sq ft) is based on the cumulative area measured around the perimeter of all new off-street parking spaces, vehicle maneuvering lanes, vehicle maneuvering are"
M0035,1924,not_here,inferred,False,or/multnomah/portland,or/multnomah/portland/33.120.txt,33.120.275,195708,max_height_ft,75.0,,75,institutional development only (Table 120-8),,Maximum Height [3]   75 ft.,"This row belongs to Table 120-8 'Institutional Development Standards' (L1919-L1920) in 33.120.275, which governs institutional uses (schools, religious institutions, medical centers) on sites in the multi-dwelling zones, not residential buildings. The residential height limits we hold for RM1-RX come from Table 120-3 at #L529 and are unaffected. 75 ft happens to equal our RM4 value but it is a different standard for a different use, so not a duplicate.",Maximum Height [3] 75 ft.
M0035,1925,not_here,clear,True,or/multnomah/portland,or/multnomah/portland/33.120.txt,33.120.275,195708,max_height_ft,1.0 | 2.0,,,institutional development only (Table 120-8),,"Minimum Building Setbacks [2]   1 ft. back for every 2 ft. of bldg. height, but in no case less than 10 ft.","The 1 and 2 are the ratio of a height-scaled minimum building setback (1 ft of setback per 2 ft of height, floor 10 ft), a setback standard in step-back/per_height_ft form, not a maximum height. And it sits in Table 120-8 Institutional Development Standards, so it governs institutional uses, not our 4-unit townhouse. Residential setbacks in these zones come from Table 120-4, which note [2] at L1940 says this table only supersedes for institutional sites.","Minimum Building Setbacks [2] 1 ft. back for every 2 ft. of bldg. height, but in no case less"
M0036,674,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.1500.springwater.txt,4,28873,max_height_ft,20.0,,20,"retail stores over 20,000 sq ft",,"Retail stores of greater than 20,000 square feet are exempted from this requirement, however buildings must be built to a height of 20 feet or contain a parapet wall of at least 20 feet in height.","A table note (4.1522 notes, L671-L675) for large retail stores in the Springwater commercial districts: a minimum built height or parapet of 20 ft, a floor not a ceiling, for a commercial use. Nothing here reaches a residential building in LDR-SW, THR-SW or VLDR-SW, whose 35/45/40 ft maximums at #L278 stand.",built to a height of 20 feet or contain a parapet wall of at least 20 feet in height.
M0037,883,not_here,clear,True,or/multnomah/troutdale,or/multnomah/troutdale/8.development-standards.txt,8.140,5139,max_units,1400.0,,,cottage cluster only,,"The maximum average floor area for a cottage cluster is one thousand four hundred (1,400) square feet per dwelling unit.","1,400 is square feet of average floor area per unit, a unit-size cap the screen holds no field for, not a count of dwelling units. And it is in 8.140's cottage cluster standards (L882 'Average Unit Size ... for a cottage cluster'), a different housing type from our attached townhouse.","four hundred (1,400) square feet per dwelling unit. Community buildings shall be included"
M0037,1002,not_here,clear,True,or/multnomah/troutdale,or/multnomah/troutdale/8.development-standards.txt,8.140,5139,parking_min_per_unit,10.0,,,cottage cluster only,,"Off-street parking spaces shall not be located within ten (10) feet of any other property line, except alley property lines.","10 ft is a parking-location setback from side and rear property lines, not a stalls-per-unit ratio, and it lives in the cottage cluster parking standards of 8.140 (L991-L992 'Cottage cluster projects', L1000 'cottages'). Our building's parking count stays at the 1.0/unit we hold from 9.parking.txt.",ii. Off-street parking spaces shall not be located within ten (10) feet of any other
M0038,61,encode,clear,False,or/multnomah/fairview,or/multnomah/fairview/19.120.txt,19.120.040,2456,max_coverage_pct,70.0,VTH,70,,,C. Lot Coverage. The total of all structures shall cover no more than 70 percent of any lot.,"Fairview's Village Townhouse (VTH) zone states a flat 70% maximum lot coverage for all structures, and we hold no max_coverage_pct for VTH at all. Townhouses are the zone's own housing type, so it applies to our 4-unit attached townhouse. YAML: VTH max_coverage_pct: 70, cite 19.120.txt#L61.",C. Lot Coverage. The total of all structures shall cover no more than 70 percent of any lot.
M0038,65,encode,inferred,True,or/multnomah/fairview,or/multnomah/fairview/19.120.txt,19.120.040,2456,max_units,10.0,VTH,10,front: either 10 or 15 ft from ROW; side: 0 ft both sides; rear: min 15 ft,,front facades shall be set back from the right-of-way for a distance of either 10 or 15 feet. Sides of units may have a setback of zero feet from property line on both sides of the lot. The rear facade shall be set back a minimum of 15 feet,"Not a unit count: the 10 is the front setback. The sentence states VTH's three setbacks: front 10 or 15 ft from the right-of-way (a two-value build-to form, 10 is the smaller), side 0 ft on both sides, rear minimum 15 ft. Nothing we encoded quotes this line and we hold nothing for VTH on coverage either, so I infer the VTH setbacks (setback_front_ft 10 [or 15], setback_side_ft 0, setback_rear_ft 15) are unheld; if they are already held from another citation, downgrade to duplicate. Would need we_hold for the setback fields to be sure.",E. Setbacks. Dwelling unit front facades shall be set back from the right-of-way for a distance of either 10 or 15 feet. Sides of units may have a setback of zero feet from property line on both sides
M0039,125,not_here,clear,True,or/multnomah/wood-village,or/multnomah/wood-village/350.065.all-other-uses.txt,350.065,772,parking_min_per_unit,2.0,,,,,(b) Option 2. One tree must be provided for every four parking spaces.,"The matched 2 is the option number ('Option 2'). The sentence sets a parking-lot interior landscaping ratio of one tree per four stalls with planter dimensions, a parking lot's landscaping standard, not a required stalls-per-unit figure. The 1/unit we hold from 350.045.required-spaces.txt is untouched.","(b) Option 2. One tree must be provided for every four parking spaces. If surrounded by cement, the tree planting area must have a minimum dimension of 4 ft. If surrounded by asphalt, the tree plantin"
M0040,187,not_here,clear,True,or/clackamas/gladstone,or/clackamas/gladstone/17.12.r-5.txt,17.12.050,0,max_units,2.0,R5,,cottage cluster with >150 sq ft per unit of common open space,,"Cottage cluster minimum setbacks can be reduced to five feet, if there is more than 150 square feet per dwelling unit of common open space provided","The sentence is a cottage-cluster setback reduction (side/rear setback to 5 ft), a different housing type; the '2' the reader took as a unit count is the subsection reference in 'GMC Section 17.12.065(2)', not a figure for any standard. If anything it belongs to a setback field, and only for cottage clusters, so nothing to encode for a 4-unit attached townhouse.","Cottage cluster minimum setbacks can be reduced to five feet, if there is more than 150 square feet per dwelling unit of common open space provided, as defined in GMC Section 17.12.065(2)."
M0041,4346,encode,unclear,False,or/clackamas/wilsonville,or/clackamas/wilsonville/4.planning.txt,4.120,0,min_frontage_ft,75.0,RA-H,75,reducible on a finding that the reduced frontage will not hinder future development to Comprehensive Plan densities,,"C. Minimum Street Frontage: 75 feet. A reduced street frontage may be approved, based on a","Section 4.120 (page header at L4340) sits before the R zone at 4.124 (L4443) and is Wilsonville's Residential Agricultural-Holding (RA-H) zone, which is not in chapter_zones and has no we_hold entry for any field; the 75 ft minimum street frontage is a lot standard for a zone we hold nothing for. To confirm I would need the section heading and its permitted-uses list showing that middle housing / a quadplex is permitted in RA-H; if it is not, this is not_here (a zone our building cannot use).","C. Minimum Street Frontage: 75 feet. A reduced street frontage may be approved, based on a"
M0041,4349,encode,unclear,False,or/clackamas/wilsonville,or/clackamas/wilsonville/4.planning.txt,4.120,0,max_height_ft,35.0,RA-H,35,,,D. Maximum Height: 35 feet.,"Same section (4.120, inferred to be the RA-H zone). 35 ft is the same number we hold for PDR1-6, R and V, but a duplicate needs a zone we hold it for and RA-H has no we_hold entry, so this is the height limit of an unencoded zone. Same caveat as L4346: confirm from the section's permitted uses that a quadplex is allowed in RA-H, otherwise not_here.",D. Maximum Height: 35 feet.
M0042,186,not_here,inferred,True,or/multnomah/portland,or/multnomah/portland/33.100.txt,33.100.200,195708,max_height_ft,1.0,OS,,"setback grows 1 ft per foot of building height, all property lines",,from all property lines a minimum of 1 foot for each foot of building height.,"This is 33.100.200.A.1 'Building setbacks', a setback proportional to height (a per_height_ft form: 1 ft of setback per 1 ft of height from all property lines), not a maximum building height; the OS zone has no numeric height limit here. It reaches OS only, where household living is limited to caretaker-type dwellings, so a 4-unit townhouse is not a use in this zone; if the OS setback fields are empty this is the rule that fills them, but it never binds our building.",from all property lines a minimum of 1 foot for each foot of building height.
M0043,2105,not_here,clear,False,or/multnomah/portland,or/multnomah/portland/33.110.txt,33.110.280,195708,max_height_ft,4.0,R10 R2.5 R20 R5 R7 RF,4,street-facing retaining walls in the area regulated by 33.110.280.B.1,,Retaining walls are limited to 4 feet in height measured from the bottom of the,"33.110.280 regulates street-facing retaining walls; 4 ft is a retaining wall's height (and L2107-2108's 3 ft is the spacing between walls), not the building's. We hold 30/35 ft building heights for these zones from L435/L454 and this line does not touch them.",1. Retaining walls are limited to 4 feet in height measured from the bottom of the
M0044,831,not_here,clear,False,or/multnomah/portland,or/multnomah/portland/33.150.txt,33.150.260,195708,max_height_ft,3.0,CI1 CI2 IR,,rooftop mechanical equipment within 50 ft of an R zone,,The equipment is set back from roof edges facing the R zone 3 feet for each foot of height,"33.150.260 is the screening standard for rooftop mechanical equipment: one of three ways to screen it (parapet, screen, or a 3-ft-per-foot-of-equipment-height setback from the roof edge). The 3 is a screening ratio for equipment, not a building height; we hold 75/150/75 ft for CI1/CI2/IR from L531 and nothing here changes them.",3. The equipment is set back from roof edges facing the R zone 3 feet for each foot of height
M0045,317,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.0300.industrial.txt,4.0332,28873,max_height_ft,20.0,GI HI,20,ground-mounted solar energy systems,,Ground-mounted solar energy systems shall not exceed 20 feet in height.,"4.0332 sets height limits for solar energy systems in the industrial districts; 20 ft is the limit for a ground-mounted solar array, an accessory structure, not a building. GI and HI are industrial districts where a 4-unit townhouse is not a permitted use in any case.",2. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
M0046,329,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.0300.industrial.txt,4.0333,28873,max_height_ft,45.0,GI HI,45,"roof-top wind energy systems, measured above the roof top",,Wind energy system height shall not exceed a value equal to 45 feet above the roof top.,"4.0333 sets height limits for wind energy systems in the industrial districts; 45 ft above the roof is a limit on a rooftop turbine, an accessory structure, not on the building. GI and HI do not allow our building regardless.",1. Roof-top. Wind energy system height shall not exceed a value equal to 45 feet above the roof top.
