id,verdict,flags,layer,zone,row,encoded,read,form,confidence,for_this_zone,alternatives,fragment,note,quote,notes_seen,notes_changing,changes_the_figure,variants_held,unheld_exception,effects
00297,agree,noted,or/clackamas/lake-oswego,R-3,setback_side_ft [attached_wall],0,0,feet,inferred,True,10 (exterior wall) - the base branch of the same cell,Primary Dwelling (Attached) | Side | R-3 column: '10 (exterior wall); 0 (attached wall)' - attached-wall branch,No column headings in this card's passage; the 0 ft is the attached-wall branch of the R-3 side cell.,or/clackamas/lake-oswego/50.04.dimensional.txt#L1349,7,0,False,1,False,
00298,agree,noted,or/clackamas/lake-oswego,R-3,setback_rear_ft,10,10,feet,inferred,True,"20 (Primary Dwelling (Detached), rear)",Primary Dwelling (Attached) | Rear | R-3 column: 10,No column headings in this card's passage; the value read is the second (R-3) cell of the Attached-dwelling Rear row.,or/clackamas/lake-oswego/50.04.dimensional.txt#L1355,7,0,False,0,False,
00299,agree,noted,or/clackamas/lake-oswego,R-3,setback_street_side_ft,10,10,feet,inferred,True,"10 (Primary Dwelling (Detached), Side Adjacent to Street) | 0 (attached wall)",Primary Dwelling (Attached) | Side | R-3 column: '10 (exterior wall); 0 (attached wall)' - exterior-wall branch,"The Primary Dwelling (Attached) block has no 'Side Adjacent to Street' row, so this is the general side figure standing in for a street-side setback.",or/clackamas/lake-oswego/50.04.dimensional.txt#L1348,7,0,False,0,False,
00300,agree,,or/clackamas/lake-oswego,R-3,min_lot_sqft,7000,7000,square feet,clear,True,"1,500 (Townhouses, one per lot) | 5,000 (Triplexes) | 3,375 (Single-Family and Duplex Dwellings; Townhouse Projects)","MIN. LOT DIMENSIONS | Cottage Clusters and Quadplexes | Area (sq. ft.) | R-3 column: 7,000",,or/clackamas/lake-oswego/50.04.dimensional.txt#L1251,7,1,True,1,False,[7] lot area may be modified where a Sensitive Lands overlay applies (LOC 50.05.010)
00301,agree,,or/clackamas/lake-oswego,R-3,min_lot_sqft [unit_lots],1500,1500,square feet,clear,True,"7,000 (Cottage Clusters and Quadplexes - the base, one-lot figure) | 3,375 (Townhouse Projects row)","MIN. LOT DIMENSIONS | Townhouses (one per lot) | Area (sq. ft.) | R-3 column: 1,500",,or/clackamas/lake-oswego/50.04.dimensional.txt#L1259,7,1,True,1,False,[7] lot area may be modified where a Sensitive Lands overlay applies (LOC 50.05.010)
00302,agree,,or/clackamas/lake-oswego,R-3,max_coverage_pct,50,50,percent,clear,True,55 (R-0 column) | 100 (R-W column),MAX. LOT COVERAGE | Lot Coverage | R-3 column: 50 (row reads 100 | 50 | Table 50.04.001-12 | 55),,or/clackamas/lake-oswego/50.04.dimensional.txt#L1304,7,0,False,0,False,
00303,agree,,or/clackamas/lake-oswego,R-5,max_height_ft,28,28,feet,clear,True,"28 - 32[5] (lot with sloping topography) | 35 (footprint, sloped, R-5) | Lesser of 24 ft or roof form (accessory structure)","MAX. BASE HEIGHT (FT.) | Flat Lot | R-5 column: 28 (columns run R-6, R-5, R-DD)",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L585,L587",6,1,True,0,True,"[5] on sloping lots height is a 28 ft plane above highest natural grade, capped at 32 ft"
00309,agree,,or/clackamas/lake-oswego,R-5,min_lot_sqft,7000,7000,square feet,clear,True,"1,500 (Townhouses, one per lot) | 5,000 (Single-Family, Duplex and Triplex Dwellings; Townhouse Projects)","MIN. LOT DIMENSIONS | Cottage Clusters and Quadplexes | Area (sq. ft.) | R-5 column: 7,000",,or/clackamas/lake-oswego/50.04.dimensional.txt#L536,6,0,False,1,False,
00310,agree,,or/clackamas/lake-oswego,R-5,min_lot_sqft [unit_lots],1500,1500,square feet,clear,True,"7,000 (Cottage Clusters and Quadplexes - the base, one-lot figure) | 5,000 (Townhouse Projects row)","MIN. LOT DIMENSIONS | Townhouses (one per lot) | Area (sq. ft.) | R-5 column: 1,500",,or/clackamas/lake-oswego/50.04.dimensional.txt#L545,6,0,False,1,False,
00311,agree,unclear+noted,or/clackamas/lake-oswego,R-5,max_coverage_pct,35,35,percent,unclear,True,45 (22 ft or less) | 42 (>22 to 25) | 38 (>25 to 28) | 35 (>28 to 30) | 50 (all other structures in R-5),"TABLE 50.04.001-7: R-5 MAXIMUM LOT COVERAGE | Height (ft.) '>30' - 35 (bands: 45, 42, 38, 35, 35)","The marked lines state no single figure: R-5 coverage is banded by building height (45/42/38/35/35), so with no height condition only the tightest band, 35%, always holds; the same passage also exempts individual townhouse lots from lot coverage.",or/clackamas/lake-oswego/50.04.dimensional.txt#L886-L894,7,0,False,1,False,
00312,agree,noted,or/clackamas/lake-oswego,R-5,max_coverage_pct [low_rise],45,45,percent,inferred,True,42 (>22 to 25) | 38 (>25 to 28) | 35 (>28 to 30 and >30) | 50 (all other structures in R-5),TABLE 50.04.001-7: R-5 MAXIMUM LOT COVERAGE | Height (ft.) '22 or less' - 45,"Read the item's 'low_rise' condition as the table's lowest height band, 22 ft or less; the table names height bands, not a low-rise class.",or/clackamas/lake-oswego/50.04.dimensional.txt#L886-L894,7,0,False,1,False,
00313,agree,,or/clackamas/lake-oswego,R-6,max_height_ft,28,28,feet,clear,True,"28 - 32[5] (lot with sloping topography) | 32 (footprint, sloped, R-6) | Lesser of 24 ft or roof form (accessory structure)","MAX. BASE HEIGHT (FT.) | Flat Lot | R-6 column: 28 (columns run R-6, R-5, R-DD)",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L585,L586",6,1,True,0,True,"[5] on sloping lots height is a 28 ft plane above highest natural grade, capped at 32 ft"
00320,agree,,or/clackamas/lake-oswego,R-6,min_lot_sqft,7000,7000,square feet,clear,True,"1,500 (Townhouses, one per lot) | 6,000 (Single-Family, Duplex and Triplex Dwellings; Townhouse Projects)","MIN. LOT DIMENSIONS | Cottage Clusters and Quadplexes | Area (sq. ft.) | R-6 column: 7,000",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L533,L535",6,0,False,1,False,
00321,agree,,or/clackamas/lake-oswego,R-6,min_lot_sqft [unit_lots],1500,1500,square feet,clear,True,"7,000 (Cottage Clusters and Quadplexes - the base, one-lot figure) | 6,000 (Townhouse Projects row)","MIN. LOT DIMENSIONS | Townhouses (one per lot) | Area (sq. ft.) | R-6 column: 1,500",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L542,L544",6,0,False,1,False,
00322,agree,,or/clackamas/lake-oswego,R-6,min_lot_width_ft,50,50,feet,clear,True,"15 (Townhouses, one per lot, width) | 50 (Single-Family, Duplex and Triplex; Townhouse Projects, width)",MIN. LOT DIMENSIONS | Cottage Clusters and Quadplexes | Width (ft.) | R-6 column: 50,,"or/clackamas/lake-oswego/50.04.dimensional.txt#L538,L539",6,0,False,1,False,
00323,agree,,or/clackamas/lake-oswego,R-6,min_lot_width_ft [unit_lots],15,15,feet,clear,True,"50 (Cottage Clusters and Quadplexes width - the base, one-lot figure) | 50 (Single-Family/Duplex/Triplex; Townhouse Projects width)",MIN. LOT DIMENSIONS | Townhouses (one per lot) | Width (ft.) | R-6 column: 15,,"or/clackamas/lake-oswego/50.04.dimensional.txt#L547,L548",6,0,False,1,False,
00324,agree,noted,or/clackamas/lake-oswego,R-6,max_coverage_pct,25,25,percent,clear,True,"45% (lot 7,000 or less, 20 ft or less) | 35% (lot 7,000 or less, over 25 ft) | 33% (>7,000-8,500, over 27 ft) | 30% (>8,500-10,000, over 27 ft) | 27% (>10,000-11,500, over 27 ft)","TABLE 50.04.001-8: LOT COVERAGE IN THE R-6 ZONE | lot size '>11,500' by height '>27' = 25%","R-6 coverage is a lot-size by height matrix running 45% down to 25%; the cited cell is its strictest corner (lot over 11,500 sq ft, building over 27 ft), not a single zone-wide figure.","or/clackamas/lake-oswego/50.04.dimensional.txt#L981,L1022,L1031",7,0,False,4,False,
00325,agree,noted,or/clackamas/lake-oswego,R-6,max_coverage_pct [],35,35,percent,clear,True,"33% at >7,000-8,500 | 30% at >8,500-10,000 | 27% at >10,000-11,500 | 45% at the 20 ft or less height column","TABLE 50.04.001-8: LOT COVERAGE IN THE R-6 ZONE - lot size row ""7,000 or less"", height of structure column "">27 ft"": 35%","Table 50.04.001-8 bands twice over - by lot size and by height of structure - so this percentage is the ""7,000 or less"" row read at the tallest (>27 ft) column, and the item carries no condition naming that band.","or/clackamas/lake-oswego/50.04.dimensional.txt#L981,L982,L991",7,0,False,4,False,
00326,agree,noted,or/clackamas/lake-oswego,R-6,max_coverage_pct [],33,33,percent,clear,True,"35% at 7,000 or less | 30% at >8,500-10,000 | 36% at the 20 ft or less height column","TABLE 50.04.001-8: LOT COVERAGE IN THE R-6 ZONE - lot size row "">7,000 - 8,500"", height of structure column "">27 ft"": 33%","Table 50.04.001-8 bands twice over - by lot size and by height of structure - so this percentage is the "">7,000 - 8,500"" row read at the tallest (>27 ft) column, and the item carries no condition naming that band.","or/clackamas/lake-oswego/50.04.dimensional.txt#L981,L992,L1001",7,0,False,4,False,
00327,agree,noted,or/clackamas/lake-oswego,R-6,max_coverage_pct [],30,30,percent,clear,True,"33% at >7,000-8,500 | 27% at >10,000-11,500 | 35% at the 20 ft or less height column","TABLE 50.04.001-8: LOT COVERAGE IN THE R-6 ZONE - lot size row "">8,500 - 10,000"", height of structure column "">27 ft"": 30%","Table 50.04.001-8 bands twice over - by lot size and by height of structure - so this percentage is the "">8,500 - 10,000"" row read at the tallest (>27 ft) column, and the item carries no condition naming that band.","or/clackamas/lake-oswego/50.04.dimensional.txt#L981,L1002,L1011",7,0,False,4,False,
00328,agree,noted,or/clackamas/lake-oswego,R-6,max_coverage_pct [],27,27,percent,clear,True,"30% at >8,500-10,000 | 25% at >11,500 | 35% at the 20 ft or less height column","TABLE 50.04.001-8: LOT COVERAGE IN THE R-6 ZONE - lot size row "">10,000 - 11,500"", height of structure column "">27 ft"": 27%","Table 50.04.001-8 bands twice over - by lot size and by height of structure - so this percentage is the "">10,000 - 11,500"" row read at the tallest (>27 ft) column, and the item carries no condition naming that band.","or/clackamas/lake-oswego/50.04.dimensional.txt#L981,L1012,L1021",7,0,False,4,False,
00329,agree,,or/clackamas/lake-oswego,R-7.5,max_height_ft,28,28,feet,clear,True,"28 - 32 ft, Lot with Sloping Topography (L212) | 35 ft, Footprint, Sloped (L217) | lesser of 24 ft or primary roof form, Accessory Structure (L222)","MAX. BASE HEIGHT (FT.) / Primary Structure [4] - Flat Lot, R-7.5 column: 28",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L205,L207",8,1,True,0,True,[4] +1 ft of base height for every extra 5 ft of yard setback on all sides; middle housing included
00330,agree,,or/clackamas/lake-oswego,R-7.5,setback_front_ft,25,25,feet,clear,True,25 ft front for an Accessory Structure (L145),"YARD SETBACKS / Primary Structure - Front (ft.), R-7.5 column: 25",,or/clackamas/lake-oswego/50.04.dimensional.txt#L116,8,0,False,0,False,
00331,agree,noted,or/clackamas/lake-oswego,R-7.5,setback_side_ft,5,5,feet,clear,True,"Total 15 ft combined, same cell | 10 ft in the R-10 and R-15 columns (L134-L135)","Interior Side (ft.), R-7.5 column: ""Total 15, 5 min.""","The R-7.5 cell prints a pair - ""Total 15, 5 min."" - so 5 is the per-side floor and 15 the combined requirement; neither number stands alone.",or/clackamas/lake-oswego/50.04.dimensional.txt#L131-L133,8,0,False,0,False,
00332,agree,,or/clackamas/lake-oswego,R-7.5,setback_side_total_ft,15,15,feet,clear,True,"5 ft per-side minimum, same cell | 10 ft in the R-10 and R-15 columns (L134-L135)","Interior Side (ft.), R-7.5 column: ""Total 15, 5 min.""",,or/clackamas/lake-oswego/50.04.dimensional.txt#L131-L133,8,0,False,0,False,
00333,agree,,or/clackamas/lake-oswego,R-7.5,setback_rear_ft,30,30,feet,clear,True,,"YARD SETBACKS / Primary Structure - Rear (ft.), R-7.5 column: 30",,or/clackamas/lake-oswego/50.04.dimensional.txt#L138,8,0,False,0,False,
00334,agree,,or/clackamas/lake-oswego,R-7.5,setback_street_side_ft,20,20,feet,clear,True,15 ft on a Local street (L128),"Side Adjacent to Street (ft.) - Arterial/Collector, R-7.5 column: 20",,or/clackamas/lake-oswego/50.04.dimensional.txt#L123,8,0,False,1,False,
00335,agree,,or/clackamas/lake-oswego,R-7.5,setback_street_side_ft [local_street],15,15,feet,clear,True,20 ft on an Arterial/Collector (L123),"Side Adjacent to Street (ft.) - Local, R-7.5 column: 15",,or/clackamas/lake-oswego/50.04.dimensional.txt#L128,8,0,False,1,False,
00336,agree,,or/clackamas/lake-oswego,R-7.5,min_lot_sqft,7500,7500,square feet,clear,True,"1,500 sq. ft. in the Townhouses (one per lot) row (L79)","MIN. LOT DIMENSIONS [3] - Single-Family, Duplex, Triplex, Quadplex, and Cottage Cluster Developments; Townhouse Projects - Area (sq. ft.), R-7.5: 7,500",,or/clackamas/lake-oswego/50.04.dimensional.txt#L59,8,1,True,1,False,"[3] up to a 25% cut in required lot area per dwelling unit, to relocate a designated historic landmark"
00337,agree,,or/clackamas/lake-oswego,R-7.5,min_lot_sqft [unit_lots],1500,1500,square feet,clear,True,"7,500 sq. ft. in the Quadplex / Townhouse Projects row (L59)","Townhouses (one per lot) - Area (sq. ft.), R-7.5 column: 1,500",,or/clackamas/lake-oswego/50.04.dimensional.txt#L79,8,2,True,1,False,"[2] townhouse project max 4 units per one zone min. lot area: 4 unit lots need 7,500 sq ft of parent land | [3] up to a 25% cut in required lot area per dwelling unit, to relocate a designated historic landmark"
00338,agree,,or/clackamas/lake-oswego,R-7.5,min_lot_width_ft,50,50,feet,clear,True,15 ft in the Townhouses (one per lot) row (L84),"MIN. LOT DIMENSIONS [3] - Quadplex / Townhouse Projects row, Width (ft.), R-7.5: 50",,or/clackamas/lake-oswego/50.04.dimensional.txt#L65,8,0,False,1,False,
00339,agree,,or/clackamas/lake-oswego,R-7.5,min_lot_width_ft [unit_lots],15,15,feet,clear,True,50 ft in the Quadplex / Townhouse Projects row (L65),"Townhouses (one per lot) - Width (ft.), R-7.5 column: 15",,or/clackamas/lake-oswego/50.04.dimensional.txt#L84,8,0,False,1,False,
00340,agree,noted,or/clackamas/lake-oswego,R-7.5,max_coverage_pct,25,25,percent,inferred,True,35% at 22 or less | 33% at >22 to 23 | 30% at >23 to 24 | 28% at >24 to 25,"TABLE 50.04.001-2 RESIDENTIAL LOW DENSITY LOT COVERAGES - Height (ft.) of primary structure "">25 to 26 and every taller band"", R-7.5 column: 25","The citation spans all 14 height bands and marks no single row, so the band is inferred: 25% is the R-7.5 column floor, binding from the "">25 to 26 and every taller band"" band upward; the table's subsection (2) also applies lot coverage to a townhouse project, not to individual townhouse lots.",or/clackamas/lake-oswego/50.04.dimensional.txt#L392-L408,6,0,False,1,False,
00341,agree,noted,or/clackamas/lake-oswego,R-7.5,max_coverage_pct [low_rise],35,35,percent,inferred,True,"33% at >22 to 23 | 30% at >23 to 24 | 28% at >24 to 25 | 25% at >25 ft, the column floor","TABLE 50.04.001-2 RESIDENTIAL LOW DENSITY LOT COVERAGES - Height (ft.) of primary structure ""22 or less"", R-7.5 column: 35","The citation spans all 14 height bands, so the band is inferred: ""low_rise"" reads as the ""22 or less"" row (35% in the R-7.5 column), and the table's own subsection (2) applies lot coverage to a townhouse project rather than to individual townhouse lots.",or/clackamas/lake-oswego/50.04.dimensional.txt#L392-L408,6,0,False,1,False,
00342,agree,,or/clackamas/lake-oswego,R-10,max_height_ft,30,30,feet,clear,True,"30 - 34 ft, Lot with Sloping Topography (L213) | 35 ft, Footprint, Sloped (L218) | lesser of 24 ft or primary roof form, Accessory Structure (L223)","MAX. BASE HEIGHT (FT.) / Primary Structure [4] - Flat Lot, R-10 column: 30",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L205,L208",8,1,True,0,True,[4] +1 ft of base height for every extra 5 ft of yard setback on all sides; middle housing included
00343,agree,,or/clackamas/lake-oswego,R-10,setback_front_ft,25,25,feet,clear,True,25 ft front for an Accessory Structure (L146),"YARD SETBACKS / Primary Structure - Front (ft.), R-10 column: 25",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L114,L117",8,0,False,0,False,
00344,agree,,or/clackamas/lake-oswego,R-10,setback_side_ft,10,10,feet,clear,True,"""Total 15, 5 min."" in the R-7.5 column (L133)","Interior Side (ft.), R-10 column: 10",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L131,L134",8,0,False,0,False,
00345,agree,,or/clackamas/lake-oswego,R-10,setback_rear_ft,30,30,feet,clear,True,,"YARD SETBACKS / Primary Structure - Rear (ft.), R-10 column: 30",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L136,L139",8,0,False,0,False,
00346,agree,,or/clackamas/lake-oswego,R-10,setback_street_side_ft,20,20,feet,clear,True,15 ft on a Local street (L129),"Side Adjacent to Street (ft.) - Arterial/Collector, R-10 column: 20",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L121,L124",8,0,False,1,False,
00347,agree,,or/clackamas/lake-oswego,R-10,setback_street_side_ft [local_street],15,15,feet,clear,True,20 ft on an Arterial/Collector (L124),"Side Adjacent to Street (ft.) - Local, R-10 column: 15",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L126,L129",8,0,False,1,False,
00348,agree,,or/clackamas/lake-oswego,R-10,min_lot_sqft,10000,10000,square feet,clear,True,"1,500 sq. ft. in the Townhouses (one per lot) row (L80)","MIN. LOT DIMENSIONS [3] - Single-Family, Duplex, Triplex, Quadplex, and Cottage Cluster Developments; Townhouse Projects - Area (sq. ft.), R-10: 10,000",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L57,L60",8,1,True,1,False,"[3] up to a 25% cut in required lot area per dwelling unit, to relocate a designated historic landmark"
00349,agree,,or/clackamas/lake-oswego,R-10,min_lot_sqft [unit_lots],1500,1500,square feet,clear,True,"10,000 sq. ft. in the Quadplex / Townhouse Projects row (L60)","Townhouses (one per lot) - Area (sq. ft.), R-10 column: 1,500",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L77,L80",8,2,True,1,False,"[2] townhouse project max 4 units per one zone min. lot area: 4 unit lots need 10,000 sq ft of parent land | [3] up to a 25% cut in required lot area per dwelling unit, to relocate a designated historic landmark"
00350,agree,,or/clackamas/lake-oswego,R-10,min_lot_width_ft,65,65,feet,clear,True,15 ft in the Townhouses (one per lot) row (L85),"MIN. LOT DIMENSIONS [3] - Quadplex / Townhouse Projects row, Width (ft.), R-10: 65",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L63,L66",8,0,False,1,False,
00351,agree,,or/clackamas/lake-oswego,R-10,min_lot_width_ft [unit_lots],15,15,feet,clear,True,65 ft in the Quadplex / Townhouse Projects row (L66),"Townhouses (one per lot) - Width (ft.), R-10 column: 15",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L82,L85",8,0,False,1,False,
00352,agree,noted,or/clackamas/lake-oswego,R-10,max_coverage_pct,25,25,percent,inferred,True,35% at 22 or less | 34% at >22 to 23 | 32% at >23 to 24 | 30% at >24 to 25 | 28% at >25 to 26 | 27% at >26 to 27,"TABLE 50.04.001-2 RESIDENTIAL LOW DENSITY LOT COVERAGES - Height (ft.) of primary structure "">27 to 28 and every taller band"", R-10 column: 25","The citation spans all 14 height bands and marks no single row, so the band is inferred: 25% is the R-10 column floor, binding from the "">27 to 28 and every taller band"" band upward; the table's subsection (2) also applies lot coverage to a townhouse project, not to individual townhouse lots.",or/clackamas/lake-oswego/50.04.dimensional.txt#L392-L408,6,0,False,1,False,
00353,agree,noted,or/clackamas/lake-oswego,R-10,max_coverage_pct [low_rise],35,35,percent,inferred,True,"34% at >22 to 23 | 32% at >23 to 24 | 30% at >24 to 25 | 25% at >27 ft, the column floor","TABLE 50.04.001-2 RESIDENTIAL LOW DENSITY LOT COVERAGES - Height (ft.) of primary structure ""22 or less"", R-10 column: 35","The citation spans all 14 height bands, so the band is inferred: ""low_rise"" reads as the ""22 or less"" row (35% in the R-10 column), and the table's own subsection (2) applies lot coverage to a townhouse project rather than to individual townhouse lots.",or/clackamas/lake-oswego/50.04.dimensional.txt#L392-L408,6,0,False,1,False,
00354,agree,,or/clackamas/lake-oswego,R-15,max_height_ft,35,35,feet,clear,True,"35 ft, Lot with Sloping Topography (L214) | 35 ft, Footprint, Sloped (L219) | lesser of 24 ft or primary roof form, Accessory Structure (L224)","MAX. BASE HEIGHT (FT.) / Primary Structure [4] - Flat Lot, R-15 column: 35",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L205,L209",8,1,True,0,True,[4] +1 ft of base height for every extra 5 ft of yard setback on all sides; middle housing included
00355,agree,,or/clackamas/lake-oswego,R-15,setback_front_ft,25,25,feet,clear,True,25 ft front for an Accessory Structure (L147),"YARD SETBACKS / Primary Structure - Front (ft.), R-15 column: 25",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L114,L118",8,0,False,0,False,
00356,agree,,or/clackamas/lake-oswego,R-15,setback_side_ft,10,10,feet,clear,True,"""Total 15, 5 min."" in the R-7.5 column (L133)","Interior Side (ft.), R-15 column: 10",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L131,L135",8,0,False,0,False,
00357,agree,,or/clackamas/lake-oswego,R-15,setback_rear_ft,30,30,feet,clear,True,,"YARD SETBACKS / Primary Structure - Rear (ft.), R-15 column: 30",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L136,L140",8,0,False,0,False,
00358,agree,,or/clackamas/lake-oswego,R-15,setback_street_side_ft,20,20,feet,clear,True,15 ft on a Local street (L130),"Side Adjacent to Street (ft.) - Arterial/Collector, R-15 column: 20",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L121,L125",8,0,False,1,False,
00359,agree,,or/clackamas/lake-oswego,R-15,setback_street_side_ft [local_street],15,15,feet,clear,True,20 ft on an Arterial/Collector (L125),"Side Adjacent to Street (ft.) - Local, R-15 column: 15",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L126,L130",8,0,False,1,False,
00360,agree,,or/clackamas/lake-oswego,R-15,min_lot_sqft,15000,15000,square feet,clear,True,"1,500 sq. ft. in the Townhouses (one per lot) row (L81)","MIN. LOT DIMENSIONS [3] - Single-Family, Duplex, Triplex, Quadplex, and Cottage Cluster Developments; Townhouse Projects - Area (sq. ft.), R-15: 15,000",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L57,L61",8,1,True,1,False,"[3] up to a 25% cut in required lot area per dwelling unit, to relocate a designated historic landmark"
00361,agree,,or/clackamas/lake-oswego,R-15,min_lot_sqft [unit_lots],1500,1500,square feet,clear,True,"15,000 sq. ft. in the Quadplex / Townhouse Projects row (L61)","Townhouses (one per lot) - Area (sq. ft.), R-15 column: 1,500",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L77,L81",8,2,True,1,False,"[2] townhouse project max 4 units per one zone min. lot area: 4 unit lots need 15,000 sq ft of parent land | [3] up to a 25% cut in required lot area per dwelling unit, to relocate a designated historic landmark"
00362,agree,,or/clackamas/lake-oswego,R-15,min_lot_width_ft,80,80,feet,clear,True,15 ft in the Townhouses (one per lot) row (L86),"MIN. LOT DIMENSIONS [3] - Quadplex / Townhouse Projects row, Width (ft.), R-15: 80",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L63,L67",8,0,False,1,False,
00363,agree,,or/clackamas/lake-oswego,R-15,min_lot_width_ft [unit_lots],15,15,feet,clear,True,80 ft in the Quadplex / Townhouse Projects row (L67),"Townhouses (one per lot) - Width (ft.), R-15 column: 15",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L82,L86",8,0,False,1,False,
00364,agree,noted,or/clackamas/lake-oswego,R-15,max_coverage_pct,25,25,percent,inferred,True,35% at 22 or less | 34% at >22 to 23 | 33% at >23 to 24 | 32% at >24 to 25 | 30% at >25 to 26 | 29% at >26 to 27 | 28% at >27 to 28 | 27% at >28 to 29,"TABLE 50.04.001-2 RESIDENTIAL LOW DENSITY LOT COVERAGES - Height (ft.) of primary structure "">29 to 30 and every taller band"", R-15 column: 25","The citation spans all 14 height bands and marks no single row, so the band is inferred: 25% is the R-15 column floor, binding from the "">29 to 30 and every taller band"" band upward; the table's subsection (2) also applies lot coverage to a townhouse project, not to individual townhouse lots.",or/clackamas/lake-oswego/50.04.dimensional.txt#L392-L408,6,0,False,1,False,
00365,agree,,or/clackamas/lake-oswego,R-15,max_coverage_pct [low_rise],35,35,percent,clear,True,34 (>22 to 23 ft) | 33 (>23 to 24 ft) | 32 (>24 to 25 ft) | 30 (>25 to 26 ft) | 25 (>29 ft and taller),"TABLE 50.04.001-2, row ""22 or less"", R-15 column: 35 (Maximum Lot Coverage (%))",,or/clackamas/lake-oswego/50.04.dimensional.txt#L392-L408,6,0,False,1,False,
00366,agree,,or/clackamas/lake-oswego,R-DD,max_height_ft,28,28,feet,clear,True,"28 - 32[5] (lot with sloping topography) | 32 (footprint, sloped) | 35 (R-5 footprint, sloped) | 28 (accessory structure, R-DD)","MAX. BASE HEIGHT (FT.) / Primary Structure, R-DD column of TABLE 50.04.001-3: 28",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L579,L581,L584",6,1,True,0,True,"[5] sloping lots: 28 ft plane above the high point, up to 32 ft (R-DD sloping cell reads dash)"
00367,agree,,or/clackamas/lake-oswego,R-DD,setback_front_ft,10,10,feet,clear,True,three ft. for up to 50% of the facade on lots abutting Durham Street | five ft. to ten ft. for the remaining facade on Durham Street,"Except as otherwise provided in this section, the required setback in the R-DD zone is ten ft.",,or/clackamas/lake-oswego/50.04.dimensional.txt#L818,7,0,False,0,False,
00368,agree,noted,or/clackamas/lake-oswego,R-DD,setback_side_ft,10,10,feet,clear,True,0 at the area of the common wall or walls for zero lot line units (L840),"Except as otherwise provided in this section, the required setback in the R-DD zone is ten ft.",L818 states one general setback for every yard in R-DD; no side-specific figure is printed.,or/clackamas/lake-oswego/50.04.dimensional.txt#L818,7,0,False,0,False,
00369,agree,noted,or/clackamas/lake-oswego,R-DD,setback_rear_ft,10,10,feet,clear,True,,"Except as otherwise provided in this section, the required setback in the R-DD zone is ten ft.",L818 states one general setback for every yard in R-DD; no rear-specific figure is printed.,or/clackamas/lake-oswego/50.04.dimensional.txt#L818,7,0,False,0,False,
00370,agree,noted,or/clackamas/lake-oswego,R-DD,setback_street_side_ft,10,10,feet,clear,True,"ten ft. (the general R-DD setback, L818) | three ft. on lots abutting Durham Street","Structures shall be set back from a street right-of-way line a minimum of ten ft., or such greater distance required to accommodate off-street parking.",The ten ft is qualified in the same sentence - 'or such greater distance required to accommodate off-street parking' - so the printed figure is a floor that parking can raise.,or/clackamas/lake-oswego/50.04.dimensional.txt#L822,7,0,False,0,False,
00371,agree,,or/clackamas/lake-oswego,R-DD,min_lot_sqft,7000,7000,square feet,clear,True,"5,000 [4] (Single-Family, Duplex and Triplex Dwellings; Townhouse Projects) | 1,500 (Townhouses, one per lot)","MIN. LOT DIMENSIONS / Cottage Clusters and Quadplexes / Area (sq. ft.): 7,000 (R-DD column, TABLE 50.04.001-3)",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L533,L537",6,0,False,1,False,
00372,agree,,or/clackamas/lake-oswego,R-DD,min_lot_sqft [unit_lots],1500,1500,square feet,clear,True,"7,000 (Cottage Clusters and Quadplexes) | 5,000 [4] (Single-Family, Duplex and Triplex Dwellings; Townhouse Projects)","MIN. LOT DIMENSIONS / Townhouses (one per lot) / Area (sq. ft.): 1,500 (R-DD column, TABLE 50.04.001-3)",,"or/clackamas/lake-oswego/50.04.dimensional.txt#L542,L546",6,0,False,1,False,
