layer,ref,mentions,binding,sources,sample,ruling
or/clackamas/lake-oswego,50.06.001.6,1,0,50.04.dimensional.txt,See 50.06.001.6,
or/clackamas/lake-oswego,50.06.004,1,0,50.04.dimensional.txt,"Shade from solar-unfriendly trees is assumed to remain if: the trees are situated in a required setback; or they are part of an existing or proposed park, open ",
or/clackamas/lake-oswego,50.06.006.2,1,0,50.04.dimensional.txt,"Where topographic, natural resources and/or soil constraints exist on site, to the extent that an applicant can demonstrate that compliance with LOC § 50.06.006",
or/clackamas/lake-oswego,50.06.009,1,0,50.04.dimensional.txt,City-designated historic resources are preserved in accordance with LOC § 50.06.009.,
or/clackamas/lake-oswego,50.07.003.7,1,0,50.03.002.use-table.txt,"The City Manager may authorize that a use not specifically named in the permitted, conditional or prohibited uses of a district be included among the allowed us",
or/clackamas/lake-oswego,50.07.004.4,1,0,50.04.dimensional.txt,Up to a 25% reduction in minimum required lot area for each dwelling unit shall be allowed in the R-6 zone to permit the relocation of a designated historic lan,
or/clackamas/lake-oswego,50.07.005,1,0,50.03.002.use-table.txt,"A ""C"" in a cell of a use table indicates that the land use is allowed in that base or overlay zone only upon approval of a conditional use permit as described i",
or/clackamas/lake-oswego,50.07.005.3,1,0,50.03.002.use-table.txt,"A ""C"" in a cell of a use table indicates that the land use is allowed in that base or overlay zone only upon approval of a conditional use permit as described i",
or/clackamas/lake-oswego,50.07.007.4,1,0,50.04.dimensional.txt,"For projects reviewed for approval as planned developments, pursuant to LOC § 50.07.007.4, Planned Development Overlay, there is no required minimum lot area. U",
or/clackamas/milwaukie,12.14,1,0,19.500.supplementary.txt,"No accessory structure shall encroach upon or interfere with the use of any adjoining property or public right-of-way, including, but not limited to, streets, a",
or/clackamas/milwaukie,14.16.040,1,0,19.300.base-zones.txt,Subsection 14.16.040 Commercial Zones,
or/clackamas/milwaukie,14.16.050,1,0,19.300.base-zones.txt,Subsection 14.16.050 Commercial Zone,
or/clackamas/milwaukie,16.32.042,1,0,19.200.definitions.txt,"means the trimming or removal of 20% or more of the live crown, or removal of or injury to roots within a radial distance from the tree of six times the tree’s ",
or/clackamas/milwaukie,18,1,0,19.200.definitions.txt,Refer to Title 18 for definitions related to flood hazard areas.,
or/clackamas/milwaukie,19.1004,1,0,19.300.base-zones.txt,Minor modifications will be evaluated through either a Type I or Type II review per Section 19.1004 or 19.1005. The City Manager or designee will determine the ,
or/clackamas/milwaukie,19.312.7.1,1,0,19.300.base-zones.txt,Figure 19.312.7.1 Key Streets,
or/clackamas/milwaukie,19.402.14,1,0,19.200.definitions.txt,"Minimum required and maximum allowed dwelling unit density will be calculated as described below, except that residential cluster development on lands containin",
or/clackamas/milwaukie,19.402.15,1,0,19.200.definitions.txt,"means the area of setback between the top of the bank of a Protected water feature, or the edge of a delineated wetland, and the edge of the water quality resou",
or/clackamas/milwaukie,19.605.1,1,0,19.300.base-zones.txt,"If off-street parking is provided for residential or nonresidential uses, the parking maximums in Table 19.605.1 will apply. All other applicable standards of C",
or/clackamas/milwaukie,19.605.4,1,0,19.500.supplementary.txt,"No lot area, yard, or other open space or off-street parking or loading area which is required by this title for one use shall be used to meet the required lot ",
or/clackamas/milwaukie,19.708,1,0,19.500.supplementary.txt,"In reviewing a proposed preliminary circulation plan, the Planning Director shall find compliance with the relevant portions of the Comprehensive Plan, Transpor",
or/clackamas/milwaukie,19.902,1,0,19.300.base-zones.txt,It shall at the same time recommend the change to PD Zone in accordance with the provisions of Section 19.902. The approved final development plan and program s,
or/clackamas/milwaukie,19.904.3,1,0,19.500.supplementary.txt,The installation of a solar energy system on a structure that has been designated as a Conditional Use or a Community Service Use is exempt from the reviews of ,
or/clackamas/milwaukie,19.905.3,1,0,19.500.supplementary.txt,The installation of a solar energy system on a structure that has been designated as a Conditional Use or a Community Service Use is exempt from the reviews of ,
or/clackamas/milwaukie,19.906.2,1,0,19.500.supplementary.txt,A Type I development review permit may be required for installation of a solar energy system depending upon the applicability criteria in Subsection 19.906.2.A.,
or/clackamas/milwaukie,19.907.2,1,0,19.500.supplementary.txt,Design standards and guidelines for development in downtown Milwaukie are applied through downtown design review as established in Section 19.907. Projects subj,
or/clackamas/milwaukie,19.908,1,0,19.300.base-zones.txt,Extensions to the approved time schedule are permitted subject to Subsection 19.908.,
or/clackamas/milwaukie,20.04.020,1,0,19.500.supplementary.txt,"Provide a public art mural or original art mural, as defined in Section 20.04.020, over at least 50% of the blank wall surface.",
or/clackamas/milwaukie,3.07.340,1,0,19.200.definitions.txt,"means wetlands of metropolitan concern, as shown on the Metro Water Quality and Flood Management Area map, and other wetlands added to the City's Natural Resour",
or/clackamas/milwaukie,3.65,1,0,19.500.supplementary.txt,Green building is the practice of creating structures and using processes that are environmentally responsible and resource-efficient throughout a building's li,
or/clackamas/milwaukie,312.7.1,1,0,19.300.base-zones.txt,The following design standards apply to all uses in the MUTSA Zone and in the NME Zone on properties located on the following key streets and key corners: McBro,
or/clackamas/milwaukie,475B,1,0,19.200.definitions.txt,means a business that dispenses medical marijuana in accordance with the regulations set forth by ORS Chapter 475B and related Oregon Administrative Rules. Stat,
or/clackamas/milwaukie,609,1,0,19.500.supplementary.txt,"Horizontal and vertical grab bars must be provided in one bathroom on the main floor at the toilet, bath and shower. (See ANSI A117-1 Section 609 for size and l",
or/clackamas/milwaukie,8.08,1,0,19.300.base-zones.txt,The City's noise control standards and requirements in Chapter 8.08 apply.,
or/clackamas/oregon-city,02.16.6,1,0,17.zoning.txt,Oregon City Supp. No. 44 4 02.16.6,
or/clackamas/oregon-city,1.04.070,1,0,17.zoning.txt,"1.04.070 and shall be based on calendar days, not business",
or/clackamas/oregon-city,1.16,1,0,17.zoning.txt,"of Chapters 1.16, 1.20 and 1.24. (Ord. 99-1004 §30, 1999:",
or/clackamas/oregon-city,1113,1,0,17.zoning.txt,"Disabilities Act, or as specified in Section 1113 of the",
or/clackamas/oregon-city,12.08.050,1,0,17.zoning.txt,tions of OCMC 12.08.050. Where a grouping of two or more,
or/clackamas/oregon-city,12.32.020,1,0,17.zoning.txt,"fined in OCMC 12.32.020, all or more than thirty percent of",
or/clackamas/oregon-city,13,1,0,17.zoning.txt,"4. Chapter 13. 08 , Sewer Regulations.",
or/clackamas/oregon-city,13.04,1,0,17.zoning.txt,"3. Chapter 13.04, Water Service System.",
or/clackamas/oregon-city,15.28,1,0,17.zoning.txt,Chapter 15.28.,
or/clackamas/oregon-city,15.48,1,0,17.zoning.txt,fined in OCMC 15.48.,
or/clackamas/oregon-city,16.08.053,1,0,17.zoning.txt,pursuant to OCMC 16.08.053.,
or/clackamas/oregon-city,16.1,1,0,17.zoning.txt,traffic safety and meet requirements of OCMC 16.1 2. 035.,
or/clackamas/oregon-city,16.24,1,0,17.zoning.txt,divisions are subject to the requirements of OCMC 16.24.,
or/clackamas/oregon-city,17.04.147,1,0,17.zoning.txt,"2020, set out provisions intended for use as§ 17.04.147. For",
or/clackamas/oregon-city,17.44.020,1,0,17.zoning.txt,"b. Unstable slopes, as defined in OCMC 17.44.020,",
or/clackamas/oregon-city,17.49.080.0.4,1,0,17.zoning.txt,tion pursuant to OCMC 17.49.080.0.4.,
or/clackamas/oregon-city,17.49.100--17.49.170,1,0,17.zoning.txt,NROD development standards in OCMC 17.49.100--17.49.170.,
or/clackamas/oregon-city,17.49.220--17.49.230,1,0,17.zoning.txt,"by OCMC 17.49.220--17.49.230, and 17.50.080 as well as a",
or/clackamas/oregon-city,17.80.030--17.80.050,1,0,17.zoning.txt,"facility that, pursuant to Sections 17.80.030--17.80.050,",
or/clackamas/oregon-city,227.175.10,1,0,17.zoning.txt,"II decision, which shall be limited by ORS 227.175.10.b .",
or/clackamas/oregon-city,3.20,1,0,17.zoning.txt,charges under Chapter 3.20 .,
or/clackamas/oregon-city,402.146.3,1,0,17.zoning.txt,402.146.3 Oregon City Supp . No. 40,
or/clackamas/oregon-city,402.16.1,1,0,17.zoning.txt,402.16.1 Oregon City Supp. No. 44,
or/clackamas/oregon-city,402.16.10.3,1,0,17.zoning.txt,402.16.10.3 Oregon City Supp. No. 46,
or/clackamas/oregon-city,402.16.12,1,0,17.zoning.txt,Oregon City Supp. No . 42 402.16.12,
or/clackamas/oregon-city,402.16.13,1,0,17.zoning.txt,402.16.13 Oregon City Supp . No . 42,
or/clackamas/oregon-city,402.16.15,1,0,17.zoning.txt,402.16.15 Oregon City Supp. No. 42,
or/clackamas/oregon-city,402.16.17,1,0,17.zoning.txt,402.16.17 Oregon Ci ty Supp. No. 42,
or/clackamas/oregon-city,402.16.20,1,0,17.zoning.txt,Oregon City Supp. No. 41 402.16.20,
or/clackamas/oregon-city,402.16.20.1,1,0,17.zoning.txt,402.16.20.1 Oregon City Supp. No. 41,
or/clackamas/oregon-city,402.16.23,1,0,17.zoning.txt,402.16.23 Oregon City Supp. No. 40,
or/clackamas/oregon-city,402.16.24,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.24,
or/clackamas/oregon-city,402.16.25,1,0,17.zoning.txt,402.16.25 Oregon City Supp. No. 40,
or/clackamas/oregon-city,402.16.26,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.26,
or/clackamas/oregon-city,402.16.28,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.28,
or/clackamas/oregon-city,402.16.29,1,0,17.zoning.txt,402.16.29 Oregon City Supp. No. 40,
or/clackamas/oregon-city,402.16.3,1,0,17.zoning.txt,402.16.3 Oregon City Supp. No. 44,
or/clackamas/oregon-city,402.16.30,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.30,
or/clackamas/oregon-city,402.16.31,1,0,17.zoning.txt,402.16.31 Oregon City Supp. No. 40,
or/clackamas/oregon-city,402.16.34,1,0,17.zoning.txt,Oregon City Supp. No . 40 402.16.34,
or/clackamas/oregon-city,402.16.36,1,0,17.zoning.txt,Oregon City Supp . No. 40 402.16.36,
or/clackamas/oregon-city,402.16.37,1,0,17.zoning.txt,402.16.37 Oregon City Supp. No. 40,
or/clackamas/oregon-city,402.16.38,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.38,
or/clackamas/oregon-city,402.16.4,1,0,17.zoning.txt,Oregon City Supp. No. 44 402.16.4,
or/clackamas/oregon-city,402.16.40,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.40,
or/clackamas/oregon-city,402.16.41,1,0,17.zoning.txt,402.16.41 Orego n City Supp. No. 40,
or/clackamas/oregon-city,402.16.43,1,0,17.zoning.txt,402.16.43 Oregon City Supp . No. 40,
or/clackamas/oregon-city,402.16.44,1,0,17.zoning.txt,Oregon City Supp. No. 40 402.16.44,
or/clackamas/oregon-city,402.16.5,1,0,17.zoning.txt,402.16.5 Oregon City Supp. No. 44,
or/clackamas/oregon-city,402.16.7,1,0,17.zoning.txt,402.16.7 Oregon City Supp. No. 44,
or/clackamas/oregon-city,402.182.2,1,0,17.zoning.txt,Oregon City Supp . No. 41 402.182.2,
or/clackamas/oregon-city,402.186.1,1,0,17.zoning.txt,402.186.1 Oregon City Supp. No. 44,
or/clackamas/oregon-city,402.186.2,1,0,17.zoning.txt,Oregon City Supp. No . 44 402.186.2,
or/clackamas/oregon-city,402.196.1,1,0,17.zoning.txt,402.196.1 Oregon City Supp . No. 44,
or/clackamas/oregon-city,402.20.1,1,0,17.zoning.txt,402.20.1 Oregon City Supp . No. 49,
or/clackamas/oregon-city,402.202.1,1,0,17.zoning.txt,402.202.1 Oregon City Supp. No. 39,
or/clackamas/oregon-city,402.42.4,1,0,17.zoning.txt,Oregon City Supp. No. 43 402.42.4,
or/clackamas/oregon-city,402.42.6,1,0,17.zoning.txt,Oregon City Supp. No. 43 402.42.6,
or/clackamas/oregon-city,402.48.1,1,0,17.zoning.txt,402.48.1 Oregon City Supp. No. 49,
or/clackamas/oregon-city,402.48.2,1,0,17.zoning.txt,Oregon City Supp. No. 49 402.48.2,
or/clackamas/oregon-city,402.8.1,1,0,17.zoning.txt,402.8.1 Oregon City Supp. No. 48,
or/clackamas/oregon-city,416.16.21,1,0,17.zoning.txt,416.16.21 Oreg on City Supp. No . 42,
or/clackamas/oregon-city,416.16.22,1,0,17.zoning.txt,Oregon City Supp . No. 42 416.16.22,
or/clackamas/oregon-city,416.16.22.2,1,0,17.zoning.txt,Oregon City Supp. No. 42 416.16.22.2,
or/clackamas/oregon-city,52,1,0,17.zoning.txt,cle parking spaces as required in Chapter 52 of this title.,
or/clackamas/oregon-city,8.08,1,0,17.zoning.txt,Code Chapter 8.08. The planning manager may grant a six­,
or/clackamas/oregon-city,8.08.040,1,0,17.zoning.txt,8.08.040;,
or/clackamas/oregon-city,8.20,1,0,17.zoning.txt,"of the Oregon City Municipal Code (including OCMC 8.20,",
or/clackamas/rivergrove,1.010,1,0,rldo.composite.txt,Section 1.010.  Title.  This ordinance shall be known as the Rivergrove Development Ordinance,
or/clackamas/rivergrove,1.020,1,0,rldo.composite.txt,"Section 1.020.  Repeal.  Ordinance Nos. 11, 12, 14, 26, 27, 34 and 36 and all other ordinances and",
or/clackamas/rivergrove,1.030,1,0,rldo.composite.txt,Section 1.030.  Severability and Validity.  The provisions of this ordinance are severable.  If,
or/clackamas/rivergrove,1.040,1,0,rldo.composite.txt,Section 1.040.  Interpretation.  Where the conditions imposed by a provision of this ordinance are,
or/clackamas/rivergrove,1.050,1,0,rldo.composite.txt,Section 1.050.  Definitions.  As used in this ordinance the masculine includes the feminine and the,
or/clackamas/rivergrove,1D,1,0,rldo.composite.txt,construction pursuant to the Uniform Building Code Section 1D4 (e); arid,
or/clackamas/rivergrove,2.020,1,0,rldo.composite.txt,Section 2.020.  Consistency with Plan and Laws.  Development under this ordinance shall be,
or/clackamas/rivergrove,2.050,1,0,rldo.composite.txt,Section 2.050.  Use of a Development.  A development may be used only for a lawful use.  A,
or/clackamas/rivergrove,2.060,1,0,rldo.composite.txt,Section 2.060.  Continuation of a Nonconforming Development.  Except as provided in Section,
or/clackamas/rivergrove,2.070,1,0,rldo.composite.txt,Section 2.070.  Completion of a Nonconforming Development.  A development that is lawfully,
or/clackamas/rivergrove,2.080,1,0,rldo.composite.txt,Section 2.080.  Termination of a Nonconforming Development.  A nonconforming development or,
or/clackamas/rivergrove,2.090,1,0,rldo.composite.txt,Section 2.090.  Timeline for Development Permit Review/Decision.  Development permit review,
or/clackamas/rivergrove,3.010,1,0,rldo.composite.txt,"Section 3.010.  There is hereby established a city Planning Commission for the city of Rivergrove,",
or/clackamas/rivergrove,3.020,1,0,rldo.composite.txt,Section 3.020.  Membership.  The Commission shall consist of five members who are not officials,
or/clackamas/rivergrove,3.030,1,0,rldo.composite.txt,Section 3.030.  Term of Office.  Members of the Commission shall serve for a term of three (3),
or/clackamas/rivergrove,3.040,1,0,rldo.composite.txt,Section 3.040.  Vacancies and Removal.  Appointments to fill vacancies shall be for the remainder,
or/clackamas/rivergrove,3.050,1,0,rldo.composite.txt,"Section 3.050.  Presiding Officers.  At its first meeting of each calendar year, the Commission shall",
or/clackamas/rivergrove,3.060,1,0,rldo.composite.txt,Section 3.060.  Meetings.  The Commission shall meet at least once a month and shall be open to,
or/clackamas/rivergrove,3.070,1,0,rldo.composite.txt,Section 3.070.  Powers and Duties.  The Commission shall have the powers and duties which are,
or/clackamas/rivergrove,3.080,1,0,rldo.composite.txt,Section 3.080.  Hearings Officer.  The Planning Commission may refer such land use matters as,
or/clackamas/rivergrove,3.090,1,0,rldo.composite.txt,Section 3.090.  Interpretation of the Land Development Code.  It is the duty of the Planning,
or/clackamas/rivergrove,4.010,1,0,rldo.composite.txt,Section 4.010.  Procedures for Processing Development Permits.,
or/clackamas/rivergrove,4.020,1,0,rldo.composite.txt,Section 4.020.  Coordination of Development Procedure.  The Commission shall be responsible for,
or/clackamas/rivergrove,4.040,1,0,rldo.composite.txt,Section 4.040.  Development Permit Application.  An application for a development permit shall,
or/clackamas/rivergrove,4.050,1,0,rldo.composite.txt,Section 4.050.  Submission of Permit Application.  Application materials shall be submitted to the,
or/clackamas/rivergrove,4.060,1,0,rldo.composite.txt,"Section 4.060.  Referral and Review of Permit Applications.  Upon acceptance of an application,",
or/clackamas/rivergrove,4.070,1,0,rldo.composite.txt,Section 4.070.  Development Permit Decision.,
or/clackamas/rivergrove,4.100,1,0,rldo.composite.txt,Section 4.100.  Type II Procedure.,
or/clackamas/rivergrove,4.110,1,0,rldo.composite.txt,Section 4.110.  Type III Procedure.,
or/clackamas/rivergrove,4.120,1,0,rldo.composite.txt,Section 4.120.  Type IV Procedure.  This type of procedure is intended for use in reaching,
or/clackamas/rivergrove,5.055,1,0,rldo.composite.txt,Section 5.055.  Second Dwelling Units.,
or/clackamas/rivergrove,5.060,1,0,rldo.composite.txt,Section 5.060.  Permitted Uses in Flood Hazard District.,
or/clackamas/rivergrove,5.070,1,0,rldo.composite.txt,Section 5.070.  Future Development.  New development shall be approved only where necessary,
or/clackamas/rivergrove,5.075,1,0,rldo.composite.txt,Section 5.075.  Minimum Density Standard.  To ensure that property develops at or near the density,
or/clackamas/rivergrove,5.090,1,0,rldo.composite.txt,Section 5.090.  Building Height Limit.,
or/clackamas/rivergrove,5.095,1,0,rldo.composite.txt,Section 5.095.  Parking Standards.,
or/clackamas/rivergrove,5.110,1,0,rldo.composite.txt,Section 5.110.  Houses Moved Into City.,
or/clackamas/rivergrove,5.120,1,0,rldo.composite.txt,Section 5.120.  Home Occupations in All Zones and Districts,
or/clackamas/rivergrove,5.130,1,0,rldo.composite.txt,Section 5.130.  Gates or Other Barriers.  Gates or other barriers shall not be used to restrict,
or/clackamas/rivergrove,5.2-4,1,0,rldo.composite.txt,"May 7, 2001               - Section 9.030 (as well as Section 5.2-4(1)(iii) of Ordinance #52)",
or/clackamas/rivergrove,6.020,1,0,rldo.composite.txt,Section 6.020.  Application for Area Accessory Development.,
or/clackamas/rivergrove,6.030,1,0,rldo.composite.txt,"Section 6.030.  Action on Application.  Unless referred to a hearings official, the Commission",
or/clackamas/rivergrove,6.040,1,0,rldo.composite.txt,Section 6.040.  Notice.  Notice of a Type II or III hearing on an area accessory development shall,
or/clackamas/rivergrove,6.080,1,0,rldo.composite.txt,Section 6.080.  Division of Land.,
or/clackamas/rivergrove,6.100,1,0,rldo.composite.txt,"Section 6.100.  Type II Land Division.  Except as provided in Section 6.110, a major partition or",
or/clackamas/rivergrove,6.120,1,0,rldo.composite.txt,Section 6.120.  Pre-Application Conference.  Prior to submission of a tentative plan for land,
or/clackamas/rivergrove,6.135,1,0,rldo.composite.txt,Section 6.135.  Public and Private Streets and Driveways.  Public and private streets and driveways,
or/clackamas/rivergrove,6.140,1,0,rldo.composite.txt,Section 6.140.  Recording and Filing of Future Street and Public Facilities Plans.  Upon final,
or/clackamas/rivergrove,6.150,1,0,rldo.composite.txt,Section 6.150.  Revision.  An approved Future Street and Public Facilities Plan may be revised,
or/clackamas/rivergrove,6.160,1,0,rldo.composite.txt,Section 6.160.  Criteria for Approval.  A tentative land division plan or adopted Future Street and,
or/clackamas/rivergrove,6.170,1,0,rldo.composite.txt,Section 6.170.  Tentative Plan Expiration Date.  Within six months after the effective date of,
or/clackamas/rivergrove,6.180,1,0,rldo.composite.txt,Section 6.180.  Staged Subdivision Development.  When an application desires to record,
or/clackamas/rivergrove,6.190,1,0,rldo.composite.txt,Section 6.190.  Submission and Review of Final Plat or Map.  A final plat or map shall be,
or/clackamas/rivergrove,6.210,1,0,rldo.composite.txt,Section 6.210.  Approval Signatures for Final Partition Map.  Following review and approval of,
or/clackamas/rivergrove,6.220,1,0,rldo.composite.txt,Section 6.220.  Effective Date for Approval.  Approval for a subdivision shall become final upon,
or/clackamas/rivergrove,6.223,1,0,rldo.composite.txt,"Section 6.223.  Vacation Criteria.  A proposal to vacate a street, plat, public square or other public",
or/clackamas/rivergrove,6.224,1,0,rldo.composite.txt,Section 6.224.  Conditions.  The following conditions may be attached to the approval of a,
or/clackamas/rivergrove,6.226,1,0,rldo.composite.txt,Section 6.226.  Procedure.  Legislative action under this ordinance shall follow Type IV Procedure,
or/clackamas/rivergrove,6.228,1,0,rldo.composite.txt,Section 6.228.  Public Participation.  The Commission shall provide all interested persons the,
or/clackamas/rivergrove,6.229,1,0,rldo.composite.txt,"Section 6.229.  Recommendations.  In making its recommendation, the Commission shall:",
or/clackamas/rivergrove,6.230,1,0,rldo.composite.txt,Section 6.230.  Legislative Action by the City Council.,
or/clackamas/rivergrove,6.231,1,0,rldo.composite.txt,Section 6.231.  Site Design Review.  The Commission may require a site review for any,
or/clackamas/rivergrove,6.233,1,0,rldo.composite.txt,Section 6.233.  Identification of Environmentally Sensitive Areas.  The Commission shall identify,
or/clackamas/rivergrove,6.234,1,0,rldo.composite.txt,"Section 6.234.  Requests for Development/Site Design Review:  Requests for Development, which",
or/clackamas/rivergrove,6.235,1,0,rldo.composite.txt,Section 6.235.  Annexation Criteria.  A proposal to annex territory to the city shall be conducted,
or/clackamas/rivergrove,6.236,1,0,rldo.composite.txt,Section 6.236.  Designation of Annexed Property.  Territory annexed to the city shall remain,
or/clackamas/rivergrove,6.310,1,0,rldo.composite.txt,Section 6.310.  Application Requirements.  An application for Conditional Use will be on forms,
or/clackamas/rivergrove,6.320,1,0,rldo.composite.txt,Section 6.320.  Review Criteria.  Applications for a conditional use will be reviewed to assure,
or/clackamas/rivergrove,6.330,1,0,rldo.composite.txt,"Section 6.330.  Additional Criteria.  The Planning Commission may allow a conditional use,",
or/clackamas/rivergrove,8.020,1,0,rldo.composite.txt,"Section 8.020.  Notice of Hearing.  Notice shall be reasonably calculated to give actual notice and,",
or/clackamas/rivergrove,8.050,1,0,rldo.composite.txt,Section 8.050.  Time and Cost of Notice.,
or/clackamas/rivergrove,8.060,1,0,rldo.composite.txt,Section 8.060.  Challenges to Impartiality.  Any interested persons or member of a hearing body,
or/clackamas/rivergrove,8.080,1,0,rldo.composite.txt,Section 8.080.  Participation by Interested Officers or Employees.  No officer or employee of the,
or/clackamas/rivergrove,8.090,1,0,rldo.composite.txt,Section 8.090.  Ex Parte Contacts.  Hearing body members shall disclose any prehearing or ex parte,
or/clackamas/rivergrove,8.10,1,0,rldo.composite.txt,Section 8.10.  Responsibility of Commission for Hearings.  The Commission shall carry out the,
or/clackamas/rivergrove,8.100,1,0,rldo.composite.txt,Section 8.100.  Disqualification.  A majority of the members of a hearing body present and voting,
or/clackamas/rivergrove,8.110,1,0,rldo.composite.txt,Section 8.110; Rights of Disqualified Member.,
or/clackamas/rivergrove,8.120,1,0,rldo.composite.txt,"Section 8.120.  Burden of Proof.  The burden of proof is on the proponent.  ""In all cases, the burden",
or/clackamas/rivergrove,8.130,1,0,rldo.composite.txt,"Section 8.130.  Decision.  The hearing body shall approve or deny the application or, if the hearing",
or/clackamas/rivergrove,8.140,1,0,rldo.composite.txt,Section 8.140.  Findings and Order.  The hearing body shall prepare brief written findings of fact,
or/clackamas/rivergrove,8.170,1,0,rldo.composite.txt,Section 8.170.  Notice of Appeal.  Notice of appeal shall contain the following:,
or/clackamas/rivergrove,8.180,1,0,rldo.composite.txt,Section 8.180.  Scope of Review.  The reviewing body shall issue an order stating the scope of,
or/clackamas/rivergrove,8.190,1,0,rldo.composite.txt,"Section 8.190.  Review on the Record.  Unless otherwise required by this ordinance, review of a",
or/clackamas/rivergrove,8.210,1,0,rldo.composite.txt,Section 8.210.  Decision Upon Review.,
or/clackamas/rivergrove,8.8170,1,0,rldo.composite.txt,decision.  Notice of appeal shall be as set out in Section 8.8170.,
or/clackamas/rivergrove,9.020,1,0,rldo.composite.txt,Section 9.020.  Penalties and Abatement.  This ordinance may be enforced in any manner now or,
or/clackamas/tualatin,174,1,0,31.definitions.txt,"statutory construction under ORS Chapter 174, as interpreted by Oregon courts, apply to the",
or/clackamas/tualatin,3-5,1,0,36.400-420.lot-dimensions.txt,"Quality Control Facilities identified by TDC Chapters 71, 72, and TMC Chapter 3-5 Surface",
or/clackamas/tualatin,31.076,1,0,31.definitions.txt,Council pursuant to the provisions of TDC 31.076 and 31.077.,
or/clackamas/tualatin,34.010,1,0,40-41.residential.txt,to TDC 34.010 to 34.030.,
or/clackamas/tualatin,34.020,1,0,40-41.residential.txt,Facility subject to TDC 34.020 and TDC,
or/clackamas/tualatin,36.120,1,0,36.400-420.lot-dimensions.txt,subdivision standards in TDC 36.120 and not the Housing Clear and Objective Standards in TDC,
or/clackamas/tualatin,38,1,0,31.definitions.txt,Subdivision Sign. See Chapter 38 (Signs).,
or/clackamas/tualatin,39,1,0,31.definitions.txt,Retail Commercial Use. See Chapter 39 (Use Categories).,
or/clackamas/tualatin,39.200,1,0,31.definitions.txt,in Section 39.200 and Group Living in Section 39.210).,
or/clackamas/tualatin,39.210,1,0,31.definitions.txt,in Section 39.200 and Group Living in Section 39.210).,
or/clackamas/tualatin,71,1,0,36.400-420.lot-dimensions.txt,"Quality Control Facilities identified by TDC Chapters 71, 72, and TMC Chapter 3-5 Surface",
or/clackamas/tualatin,73A.010,1,0,73A.020-060.residential-design.txt,TDC 73A.010 TUALATIN DEVELOPMENT CODE,
or/clackamas/tualatin,74,1,0,36.400-420.lot-dimensions.txt,required by TDC Chapter 74;,
or/clackamas/tualatin,75,1,0,36.400-420.lot-dimensions.txt,right-of-way in accordance with TDC 73C and TDC Chapter 75 via permanent access,
or/clackamas/west-linn,106,1,0,25.willamette-historic.txt,A. Criteria for determination of demolition by neglect. Any action or inaction that results in one or more of the following conditions in a historic resource co,
or/clackamas/west-linn,27,1,0,25.willamette-historic.txt,b. It is necessary to satisfy a requirement of the building code and/or floodplain regulations (Chapter 27 CDC).,
or/clackamas/west-linn,3.07,1,0,02.definitions.txt,UGMFP    Urban Growth Management Functional Plan (Metro Code Chapter 3.07),
or/clackamas/west-linn,34.030,1,0,25.willamette-historic.txt,"d. The conversion of an existing structure is not required to meet the design standards in CDC 34.030, but it must conform to all applicable requirements of thi",
or/clackamas/west-linn,55.105,1,0,05.density.txt,"e. Optionally, the applicant may subtract the following (as measured in CDC 55.105(C)(2)(a)):",
or/clackamas/west-linn,58.030,1,0,25.willamette-historic.txt,"The Historic Resource Map, shown in Figure 1 below, identifies the Willamette Historic District, as shown on the Zoning Map; the Willamette Falls Drive Commerci",
or/clackamas/west-linn,98,1,0,05.density.txt,C. Amendments to the City Zoning Map may be made in accordance with the provisions of Chapters 98 and 99 CDC. Copies of all map amendments shall be dated with t,
or/clackamas/west-linn,99.110,1,0,02.definitions.txt,"Final action, final decision, or final order. A determination reduced to writing, signed and filed under CDC 99.110(F) by the appropriate approval authority.",
or/clackamas/west-linn,99.140,1,0,43.sidewall.txt,The Planning Director shall apply the standards of this chapter during the administrative review of building permits. No notice is required. In the event that a,
or/clackamas/wilsonville,1.013,1,0,4.planning.txt,"ordinance constitutes a violation punishable as a separate infraction under WC 1.013. In addition,",
or/clackamas/wilsonville,197,1,0,4.planning.txt,"this Code and ORS Chapter 197 shall be processed without public hearing, and shall be",
or/clackamas/wilsonville,2.560,1,0,4.planning.txt,"forth in Section 2.560 of the Wilsonville Code, or as otherwise amended by City Council action.",
or/clackamas/wilsonville,340,1,0,4.planning.txt,"Quality definition of water quality limited water body in OAR Chapter 340, Division",
or/clackamas/wilsonville,4.1.4,1,0,4.planning.txt,"addressing substantial compliance with Implementation Measures 4.1.4.b, d, e, q, and",
or/clackamas/wilsonville,4.125.06,1,0,4.planning.txt,"of a building, or portion thereof. In the Village Zone, see Section 4.125.06, Standards",
or/clackamas/wilsonville,4.125.09,1,0,4.planning.txt,"driveways. See section 4.125.09, Street Improvement Standards.",
or/clackamas/wilsonville,4.125.15,1,0,4.planning.txt,"• See Section 4.125.15, Pattern Book for projects in Villebois.",
or/clackamas/wilsonville,4.130,1,0,4.planning.txt,the purposes and objectives of Sections 4.130 to 4.140 and is subject to the following criteria:,
