id,layer,field,path,line,section,nearness,repeats,text,stated,held,verdict,binds,reader_number,reader_standard,reader_about,reader_note
00065,or/multnomah/fairview,max_height_ft,or/multnomah/fairview/19.135.txt,88,19.135.030,same_field,1,"Building front facade height, as measured from the street grade, shall be no less than 18 feet.",18,"35,45",missed,yes,18,minimum front facade height,general minimum front building facade height for buildings within the Village Commercial or Village Mixed-Use zone,"""Building front facade height, as measured from the street grade, shall be no less than 18 feet"" is listed under 'D. Height Restrictions' for the VC/VMU zone generally (not limited to the 'four corners area'), and the code elsewhere states 'The VMU area shall be occupied by townhomes and commercial uses,' so a four-unit attached townhome is a building type this zone contemplates."
00066,or/multnomah/fairview,setback_front_ft,or/multnomah/fairview/19.30.txt,475,19.30.030,same_field,1,"1. When an existing single-unit dwelling on the same street is located within 30 feet of the subject site, a front yard setback similar to that of the nearest single-unit dwelling shall be used. “Simi",30,"0,10,20",missed,yes,5,"minimum front yard setback for infill housing, matched to the nearest existing single-unit dwelling's setback","front-yard setback formula for new dwellings in an 'established residential area' (platted before Nov 17, 2001) where an","""Applicability. These standards apply to all dwellings in all residential districts"" and 'a front yard setback similar to that of the nearest single-unit dwelling shall be used. ""Similar"" means the setback is within five feet of the setback provided by the nearest single-unit dwelling.' No single fixed setback number is printed here -- it is matched to a neighboring dwelling's actual setback -- so"
00067,or/multnomah/fairview,max_height_ft,or/multnomah/fairview/19.65.txt,255,19.65.060,same_field,1,"2. Across a Local Street or Alley from a Residential Zone. On the portion of the site within 15 feet of a lot line that is across a local street or alley, as identified in the Fairview Transportation",15,"35,45",agree,no,,,height step-down standard for buildings in the Town Center Commercial district sited across a local street or alley from,"""the step-down height limit is 45 feet"" applies to buildings within the Town Center Commercial (TC) district, a commercial storefront-scaled district; nothing on this page indicates a residential-only fourplex is a use built there, and this particular step-down figure equals the district's ordinary 45-foot base height anyway."
00068,or/multnomah/gresham,min_lot_width_ft,or/multnomah/gresham/4.0100.residential.txt,597,4,same_field,1,Lot width at building line (interior and corner lots): 50 feet,50,"16,20,25,35,40,42,45,60,70,75,100",agree,no,,,"minimum subdivision lot width under Gresham's optional 'Large Lot Subdivision' program for LDR-5/LDR-7, which a property","""This subsection is intended to provide... as an option to property owners/applicants the opportunity to create a subdivision"" -- this is a voluntary alternative land-division path with its own lot dimensions, not a default requirement our building's lot has to meet."
00069,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.110.txt,664,33.110,same_field,1,d. Water collection cisterns that are 6 feet or less in height;,6,"30,35,45,65,75,100,150",agree,no,,,"minor building features, including water collection cisterns 6 feet or less in height, that are permitted to extend into","Same provision as the Multnomah County unincorporated text: ""Water collection cisterns that are 6 feet or less in height"" is a permitted optional encroachment, not a requirement."
00070,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.110.txt,695,33.110,same_field,1,"be reduced to 10 feet. However, the height limitations of subparagraph c. apply.",10,"30,35,45,65,75,100,150",agree,no,,,"optional reduced front setback for a dwelling on a steeply sloping lot, with an offsetting height limitation","""the front building setback for the dwelling may be reduced to 10 feet"" is a permissive exception a developer on a steep lot may choose to use, not a required minimum (Portland's version of the same unincorporated-county provision)."
00071,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.110.txt,1642,33.110,same_field,1,"case, the maximum height allowed is reduced to 25 feet. Adjustments are",25,"30,35,45,65,75,100,150",missed,yes,25,maximum building height under the fourplex building-coverage exception,maximum building height when a triplex/fourplex on Portland's Residential Infill Options track uses the 60 percent build,"""the maximum building coverage allowed per lot is 60 percent. In this case, the maximum height allowed is reduced to 25 feet. Adjustments are prohibited."" This sits within 33.110.265 Residential Infill Options, the same section whose Table 110-7 sets the 'Triplex and Fourplex Minimum Lot Area Standard,' so it applies to our four-unit building if that coverage exception is used."
00072,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.110.txt,1745,33.110,same_field,1,6. Maximum height. The maximum height allowed is 25 feet. Existing dwelling units that,25,"30,35,45,65,75,100,150",agree,no,,,maximum building height standard specific to Cottage Cluster developments,"""6. Maximum height. The maximum height allowed is 25 feet."" is one of the numbered Cottage Cluster standards under Table 110-8 (density, floor area, separation, coverage all cottage-cluster-specific); the building described is explicitly not a cottage cluster."
00073,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.110.txt,2006,33.110,same_field,1,edges on street facing facades may extend up to 16 feet above the height limit. Other mechanical equipment,16,"30,35,45,65,75,100,150",agree,no,,,footnote to the Institutional Development Standards table allowing towers/spires and elevator mechanical equipment to ex,"Same Portland Table 110-9 footnote as the unincorporated-county text: ""Elevator mechanical equipment... may extend up to 16 feet above the height limit."" A permitted allowance for institutional buildings (churches/schools/etc.), not our use, and not mandatory."
00074,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.110.txt,2009,33.110,same_field,1,to 10 feet above the height limit.,10,"30,35,45,65,75,100,150",agree,no,,,continuation of the institutional-standards footnote letting certain rooftop mechanical/stairwell enclosures extend abov,"""...may extend up to 10 feet above the height limit"" -- same Table 110-9 footnote, a permitted allowance tied to institutional buildings, not applicable to a residential fourplex."
00075,or/multnomah/portland,setback_garage_entrance_ft,or/multnomah/portland/33.120.txt,1224,33.910,same_field,1,"a. In the RM2, RM3, RM4, and RX zone, the garage entrance must be either 5 feet",5,18,missed,yes,5,garage entrance setback from street lot line,"garage entrance placement standard for the RM2, RM3, RM4, and RX zones in the Multi-Dwelling Zones chapter","The line reads ""the garage entrance must be either 5 feet or closer to the street lot line, or 18 feet or farther from the street lot line"" -- a mandatory two-branch setback on the garage entrance in multi-dwelling zones where a quadplex is a base use, with no exemption for this building type. Because it is a dual threshold, both 5 and 18 govern; 5 is given as the printed figure closest to the lot"
00076,or/multnomah/portland,setback_garage_entrance_ft,or/multnomah/portland/33.120.txt,1226,33.910,same_field,1,"garage entrance is located within 5 feet of the front lot line, it may not be closer",5,18,missed,yes,5,garage entrance position relative to building facade,"restriction on garage entrance placement relative to the residential facade, when the garage entrance is within 5 feet o","""If the garage entrance is located within 5 feet of the front lot line, it may not be closer to the lot line than the facade of the residential portion of the building"" is a mandatory alignment rule (not an optional bonus) in the same RM2/RM3/RM4/RX zones as 33.120.220(E)(1)(a); the 5-foot figure sets the condition that triggers the facade-alignment requirement."
00077,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.130.txt,565,33.130.212,same_field,1,"feet or less may extend 10 feet above the height limits, or 5 feet above the highest","10,5","30,35,45,65,75,100,150",agree,no,,,"allowance for chimneys, vents, flag poles, satellite dishes and similar narrow projections to extend above the height li","The line says these items ""may extend 10 feet above the height limits, or 5 feet above the highest point of the roof, whichever is greater"" -- a permitted exception a developer may use, not a limit the building must satisfy, and it sits in the Commercial/Mixed Use zone chapter (33.130)."
00078,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.130.txt,575,33.130,same_field,1,railings may extend 4 feet above the height limits.,4,"30,35,45,65,75,100,150",agree,no,,,"allowance for parapets and rooftop railings to extend above the height limit in CM1, CM2, CM3, CE and CX zones","""Parapets and railings may extend 4 feet above the height limits"" is an optional height exception, not a required standard the building must meet."
00079,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.130.txt,578,33.130,same_field,1,between individual rooftop decks may extend 6 feet above the height limits if the,6,"30,35,45,65,75,100,150",agree,no,,,"allowance for walls or fences between individual rooftop decks to extend above the height limit, conditioned on a landsc","""Walls or fences located between individual rooftop decks may extend 6 feet above the height limits if the visual screen is set back at least 4 feet from the edges of the roof"" is a permitted bonus a developer may choose to use, not a mandatory limit."
00080,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.130.txt,589,33.130,same_field,1,the roof area may extend up to 10 feet above the height limits.,10,"30,35,45,65,75,100,150",agree,no,,,allowance for rooftop mechanical equipment covering no more than 10 percent of roof area to extend above the height limi,"""Other mechanical equipment that cumulatively cover no more than 10 percent of the roof area may extend up to 10 feet above the height limits"" is an optional height exception, not a required standard."
00081,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.130.txt,606,33.130,same_field,1,"district, base height, step-down height, and bonus height may be increased by 5 feet",5,"30,35,45,65,75,100,150",agree,no,,,height bonus for buildings with high ground-floor ceilings in certain commercial/mixed-use zones,"""base height, step-down height, and bonus height may be increased by 5 feet when at least 75 percent of the ground floor has at least 15 feet between the floor and the bottom of the structure above"" is an elective bonus condition, not a requirement the building must satisfy."
00082,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.130.txt,886,33.130,same_field,1,(2) Buildings that are 15 feet or less in height are exempt from the required,15,"30,35,45,65,75,100,150",agree,no,,,"exemption from the required residential-abutting setback for buildings 15 feet or less in height, in Commercial/Mixed Us","""Buildings that are 15 feet or less in height are exempt from the required setback."" This building is about 26 feet tall, so it would not qualify for this exemption; the line states an exemption for shorter buildings, not a requirement this building has to meet."
00083,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.130.txt,1919,33.130,same_field,1,b. Water cisterns that are 6 feet or less in height are allowed in side and rear,6,"30,35,45,65,75,100,150",agree,no,,,"setback exception allowing water cisterns, a detached accessory structure, within side and rear setbacks in Commercial/M","""Water cisterns that are 6 feet or less in height are allowed in side and rear setbacks, including setbacks for abutting a residential zone"" concerns a detached accessory structure, not the primary residential building on the lot."
00084,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.150.txt,499,33.150,same_field,1,"depth, or diameter of 5 feet or less may extend 10 feet above the height limit, or 5 feet","5,10","30,35,45,65,75,100,150",agree,no,,,"allowance for chimneys, flag poles, satellite dishes and similar narrow projections to extend above the height limit in ","This is both a permitted projection exception (""may extend 10 feet above the height limit... or 5 feet above the highest point of the roof, whichever is greater"") and sits in the Campus Institutional zone chapter, which governs institutional uses, not a residential fourplex."
00085,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.150.txt,502,33.150,same_field,1,2. Parapets and rooftop railings may extend 4 feet above the height limit.,4,"30,35,45,65,75,100,150",agree,no,,,allowance for parapets and rooftop railings to extend above the height limit in Campus Institutional zones,"""Parapets and rooftop railings may extend 4 feet above the height limit"" is an optional exception in the Campus Institutional zone chapter, not a mandatory standard for a residential fourplex."
00086,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.150.txt,506,33.150,same_field,1,a. Elevator mechanical equipment may extend up to 16 feet above the height,16,"30,35,45,65,75,100,150",agree,no,,,allowance for elevator mechanical equipment to extend above the height limit in Campus Institutional zones,"""Elevator mechanical equipment may extend up to 16 feet above the height limit"" is a permitted exception for rooftop equipment in an institutional-zone chapter, not applicable to this residential building."
00087,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.150.txt,509,33.150,same_field,1,more than 10 percent of the roof area may extend up to 10 feet above the height,10,"30,35,45,65,75,100,150",agree,no,,,allowance for other rooftop mechanical equipment covering up to 10 percent of roof area to extend above the height limit,"""Other mechanical equipment and stairwell enclosures that cumulatively cover no more than 10 percent of the roof area may extend up to 10 feet above the height"" is an optional exception in the Campus Institutional chapter, not a base requirement for a residential fourplex."
00088,or/multnomah/troutdale,setback_street_side_ft,or/multnomah/troutdale/3.zoning-districts.txt,318,3,same_field,1,5. Street side yard setback is 20 feet if driveway access is taken from street side yard.,20,"0,10",agree,no,,,footnote 5 to the dimensional-standards table for two-family/duplex dwellings (the table immediately preceding the separ,"Neighboring footnotes 3 and 4 to this same table (""Rear yard setbacks for duplexes are 15 feet..."") confirm it governs duplex dwellings, a use this building is not; the quadplex table that starts right after this note (""B. Triplex and quadplex dwellings:"") has its own separate footnote series."
00089,or/multnomah/troutdale,setback_street_side_ft,or/multnomah/troutdale/3.zoning-districts.txt,340,3,same_field,1,2. Street side yard setback is 20 feet if driveway access is taken from street side yard.,20,"0,10",missed,yes,20,"street side yard setback when driveway access is taken from the street side yard, for triplex/quadplex dwellings",footnote to the triplex/quadplex dimensional table's street side yard setback row,"""Street side yard setback is 20 feet if driveway access is taken from street side yard"" is footnote 2 to the 'B. Triplex and quadplex dwellings' table, whose Street side yard row reads '10 or 20, see note 2'; this raises the base 10-foot setback to 20 feet when the driveway takes access from the street side yard, and this building has a driveway to a public street."
00090,or/multnomah/troutdale,max_height_ft,or/multnomah/troutdale/3.zoning-districts.txt,777,3.235,same_field,1,"b. For each one (1) foot reduction in the minimum setback, the building height",1,"35,55",agree,no,,,formula for an optional side/rear setback reduction traded against a lowered maximum building-height ceiling,"This formula (""For each one (1) foot reduction in the minimum setback, the building height ceiling shall be reduced by two (2) feet"") is part of section 3.235.C.6, ""Reduced setback allowed,"" an elective option a builder may choose to use, not a standard the building must satisfy by default."
00091,or/multnomah/troutdale,max_height_ft,or/multnomah/troutdale/3.zoning-districts.txt,779,3.235,same_field,1,maximum five (5) feet closer to the common property line has a building height,5,"35,55",agree,no,,,worked example of the optional setback-reduction/height-reduction trade-off formula,"This sentence illustrates the same elective 3.235.C.6 reduced-setback option (""a building that is set back the maximum five (5) feet closer... has a building height ceiling that is ten (10) feet lower""); it is an example of an optional trade a developer may choose, not a mandatory requirement."
00092,or/multnomah/wood-village,max_height_ft,or/multnomah/wood-village/235.300.txt,81,235.300,same_field,1,"(2)For sites abutting a light residential zone or abutting right-of-way adjacent to a light residential zone, the maximum height is twenty-five (25) feet within the first twenty-five (25) feet from th",25,"35,45",agree,no,,,"stepped maximum-height limit near a light residential zone boundary, applicable to the Nonresidential and Mixed Use colu","Footnote (2) qualifies the 115-foot maximum height that applies only in the 'NONRESIDENTIAL AND MIXED USE' column of Table 235-2; this building is residential use only with no commercial floor area, so it falls under the 'RESIDENTIAL USE CATEGORIES' column (35 ft, same as MR2 zone) instead, per the table's own note that mixed-use structures are what get regulated under the nonresidential column."
00093,or,max_height_ft,or/oar.660-046-0220.txt,61,660-046-0220,read_section,1,"Height: A Large City may not apply lower maximum height standards than those applicable to detached single-family dwellings in the same zone, except a maximum height may not be less than 25 feet or tw",25,,agree,no,,,"state rule (OAR) limiting how low a Large City may set its own maximum height standard for middle housing, including qua","""A Large City may not apply lower maximum height standards than those applicable to detached single-family dwellings in the same zone, except a maximum height may not be less than 25 feet or two stories"" constrains what a city's own code may require -- it is a floor protecting the building's allowed height, not a number this specific design must itself meet."
00094,or/clackamas/_unincorporated,min_lot_sqft,or/clackamas/_unincorporated/zdo.315.txt,1086,315.04,read_section,1,"12 For a townhouse, the minimum lot size is 3,630 square feet in the MR-1 District and 2,420 square feet in the MR-2 District unless, as part of an application filed pursuant to Section 1105, Subdivis","3630,2420",7000,agree,no,,,minimum lot size footnote specific to the 'townhouse' use,"This document's own use list (Note 7: ""cottage cluster development, detached single-family dwelling, duplex, manufactured home, prefabricated structure, quadplex, single room occupancy, townhouse, or triplex"") treats 'townhouse' and 'quadplex' as separate, distinct uses; this building sits on one lot as a quadplex, not a subdivided-lot townhouse."
00095,or/clackamas/_unincorporated,min_lot_sqft,or/clackamas/_unincorporated/zdo.315.txt,1535,315.04,read_section,1,"[1] The minimum lot size for a lot developed with a detached single-family dwelling classified as a nonconforming use is 3,630 square feet.",3630,7000,agree,no,,,minimum lot size footnote for a detached single-family dwelling classified as a nonconforming use,"""The minimum lot size for a lot developed with a detached single-family dwelling classified as a nonconforming use is 3,630 square feet"" concerns a detached single-family house with nonconforming-use status; this building is new-construction and a quadplex, neither a detached house nor a nonconforming use."
00096,or/clackamas/_unincorporated,min_lot_sqft,or/clackamas/_unincorporated/zdo.315.txt,1537,315.04,read_section,1,"[2] The minimum lot size for a lot developed with a detached single-family dwelling classified as a nonconforming use is 2,420 square feet.",2420,7000,agree,no,,,"minimum lot size footnote for a detached single-family dwelling classified as a nonconforming use, in a different distri","Same reasoning as the neighboring footnote [1]: this concerns a nonconforming detached single-family dwelling, not a new-construction quadplex."
00097,or/clackamas/_unincorporated,setback_rear_ft,or/clackamas/_unincorporated/zdo.845.txt,137,845.04,read_section,1,7 Minimum Setbacks: The minimum front and rear setbacks are 10 feet. The minimum side setback is five feet.,10,"15,20",agree,no,,,minimum setback standard for cottage cluster developments,"""The minimum front and rear setbacks are 10 feet. The minimum side setback is five feet"" is stated under 845.04 Cottage Clusters; this building is explicitly not a cottage cluster."
00098,or/clackamas/lake-oswego,min_lot_sqft,or/clackamas/lake-oswego/50.04.dimensional.txt,553,50.04.001.2,read_section,4,"2,750 sq. ft. + [(actual lot size – 6,000 sq. ft.) x 0.19]","2750,6000","1500,7000,7500,10000,15000",unclear,unclear,,,maximum floor area formula in the Residential Medium Density Zones dimensional table,"The same table breaks its Minimum Lot Dimensions section out by specific housing type ('Single-Family, Duplex and Triplex Dwellings; Townhouse Projects' vs. 'Cottage Clusters and Quadplexes' vs. 'Townhouses (one per lot)'), but the passage does not show whether the Max. Floor Area row [6] that follows is similarly restricted to a subset of those types or applies zone-wide; the rows between are eli"
00099,or/clackamas/lake-oswego,min_lot_sqft,or/clackamas/lake-oswego/50.04.dimensional.txt,558,50.04.001.2,read_section,1,"2,850 sq. ft. + [(actual lot size – 5,000 sq. ft.) x 0.28]","2850,5000","1500,7000,7500,10000,15000",unclear,unclear,,,maximum floor area formula (R-5 column) in the Residential Medium Density Zones dimensional table,"Same gap as the neighboring R-6 figure: the passage does not show which housing types the Max. Floor Area [6] row covers, and footnote 6 itself is not in view, so it is unclear whether this cap applies to a quadplex."
00100,or/clackamas/lake-oswego,min_lot_sqft,or/clackamas/lake-oswego/50.04.dimensional.txt,566,50.04.001.2,read_section,1,"2,850 sq. ft. + [(actual lot size – 5,000 sq. ft.) x 0.48]","2850,5000","1500,7000,7500,10000,15000",unclear,unclear,,,"a MAX. FLOOR AREA formula row in the R-6/R-5/R-DD dimensions table, apparently the 'Lot < 5,000 sq. ft.' sub-case for on","The table is flattened to one value per line with repeated/omitted labels (an ellipsis hides rows between L534-L546), so which zone column (R-6 vs R-5) and which dwelling type this specific formula belongs to cannot be pinned down; footnote [6] on 'MAX. FLOOR AREA [6]' is also not shown."
00101,or/clackamas/lake-oswego,max_height_ft,or/clackamas/lake-oswego/50.04.dimensional.txt,788,50.04.001-5,read_section,1,[1] < 600 sq. ft. and with walls < 10 ft. in height below the eave.,10,"25,28,30,35",agree,no,,,footnote [1] defining the size/wall-height threshold for the 'Accessory Structures (ft.) [1]' setback column in the R-6 ,"The marked line ('< 600 sq. ft. and with walls < 10 ft. in height below the eave') is a definitional footnote qualifying the Accessory Structures setback column, not a standard for the primary structure."
00102,or/clackamas/lake-oswego,max_height_ft,or/clackamas/lake-oswego/50.04.dimensional.txt,805,50.04.001-6,read_section,1,Structures ≤ 18 ft. in height Structures > 18 ft. in height,18,"25,28,30,35",agree,no,,,column headers ('Structures ≤ 18 ft. in height' / 'Structures > 18 ft. in height') for the minimum side yard setback tab,"The header text itself carries no number, and the surrounding text (L802) limits the whole table to 'Additions to primary and accessory structures built before July 1, 2010' — our building is new construction, not a pre-2010 addition."
00103,or/clackamas/lake-oswego,max_height_ft,or/clackamas/lake-oswego/50.04.dimensional.txt,1099,50.04.001-9,read_section,2,"Two or more: 40 ft. average, with no individual primary structure exceeding 50 ft. base building height.","40,50","25,28,30,35",agree,no,,,R-5 zone height limit for attached-development projects greater than one-half acre that place two or more primary struct,"The marked line ('Two or more: 40 ft. average...') only governs sites with 'Two or more' primary structures under 'Projects Greater Than One-Half Acre' (L1093); our building is a single primary structure, matching the 'One: 50 ft.' row instead, and is not described as a >0.5-acre multi-building project."
00104,or/clackamas/lake-oswego,max_height_ft,or/clackamas/lake-oswego/50.04.dimensional.txt,1121,50.04.001-9,read_section,1,"In the R-5 zone, a structure shall not exceed the base height standards set forth in subsection 2.g.i(2) of this section if the structure is closer than 60 ft. to a lot carrying a residential designat",60,"25,28,30,35",missed,yes,60,"maximum building height (base height standard applies, no exception) near certain adjacent zoning",R-5 zone rule that blocks any height bonus/exception and forces compliance with the base height standard (28 ft flat lot,"'a structure shall not exceed the base height standards ... if the structure is closer than 60 ft. to a lot carrying a residential designation other than R-0, R-3, or R-5' is a real cap our building must meet if sited near such a lot; the 60 is the only number printed on this line, and the actual base-height figures it points to (28/35 ft) are given in the surrounding, unmarked lines."
00105,or/clackamas/lake-oswego,max_height_ft,or/clackamas/lake-oswego/50.04.dimensional.txt,1167,50.04.001-9,read_section,1,"Average height may increase to 40 ft. over the entire site, with no individual structure exceeding 50 ft., in the following circumstances:","40,50","25,28,30,35",agree,no,,,R-DD discretionary height bonus letting average site height rise to 40 ft (50 ft max per structure) if the site is large,"'Average height may increase to 40 ft. ... in the following circumstances' is worded as a permitted increase, not a standard the building must meet — a bonus a developer may choose is a no per the rules."
00106,or/clackamas/lake-oswego,max_height_ft,or/clackamas/lake-oswego/50.04.dimensional.txt,1661,50.04.001-13,read_section,1,"In the R-0 or R-3, a structure shall not exceed the base height standards set forth in subsection 3.f.ii of this section if the structure is closer than 60 ft. to a lot carrying a residential designat",60,"25,28,30,35",missed,yes,60,"maximum building height (base height standard applies, no exception) near certain adjacent zoning",R-0/R-3 zone rule that blocks any height bonus/exception and forces compliance with the base height standard when the st,"'a structure shall not exceed the base height standards ... if the structure is closer than 60 ft. to a lot carrying a residential designation other than R-0, R-3 or R-5' mirrors the R-5 rule elsewhere in this document; 60 is the number printed on the marked line, with the base-height figures themselves given in the surrounding context."
00107,or/clackamas/milwaukie,min_frontage_ft,or/clackamas/milwaukie/12.16.access-management.txt,190,12.16.040,read_section,1,"For lots with one street frontage on a local street and/or neighborhood route, one additional accessway may be granted where the driveway approaches can be spaced fifty (50) feet apart, upon review an",50,,agree,no,,,discretionary allowance of a second driveway/accessway for single detached residential and middle housing (including ple,"'one additional accessway may be granted where the driveway approaches can be spaced fifty (50) feet apart' is an optional extra a project may seek, not a standard our building must meet, since our building only needs the one accessway already allowed by the base rule."
00108,or/clackamas/milwaukie,max_units,or/clackamas/milwaukie/12.16.access-management.txt,264,12.16.040,read_section,1,Multi-unit residential or cottage cluster developments with between five (5) and eight (8) units must have a minimum driveway apron width of sixteen (16) feet on local or neighborhood streets and twen,8,,agree,no,,,minimum/maximum driveway apron width for multi-unit residential or cottage cluster developments with between five (5) an,The line explicitly scopes to developments 'with between five (5) and eight (8) units'; our four-unit building falls instead under the 'up to four (4) units' apron-width standard given in the line just above (L260).
00109,or/clackamas/milwaukie,max_units,or/clackamas/milwaukie/12.16.access-management.txt,268,12.16.040,read_section,1,"Multi-unit residential or cottage cluster developments with more than eight (8) dwelling units, and off-street parking areas with sixteen (16) or more spaces, must have a minimum driveway apron width",8,,agree,no,,,minimum/maximum driveway apron width for multi-unit residential or cottage cluster developments with more than eight (8),The line applies to developments 'with more than eight (8) dwelling units'; our four-unit building does not meet that unit count.
00110,or/clackamas/milwaukie,max_coverage_pct,or/clackamas/milwaukie/19.300.base-zones.txt,544,19.302.5,read_section,1,"The maximum lot coverage percentage in Subsection 19.302.4 is increased by 10 percentage points for development of an addition to an existing single detached dwelling or an accessory structure, provid",10,"30,35,45,50",agree,no,,,lot-coverage bonus (+10 percentage points) for an addition to an existing single detached dwelling or accessory structur,"The line covers 'an addition to an existing single detached dwelling or an accessory structure' — our project is new construction of a four-unit building, not an addition to an existing single-family home, and it is a discretionary allowance in any case."
00111,or/clackamas/milwaukie,max_coverage_pct,or/clackamas/milwaukie/19.300.base-zones.txt,548,19.302.5,read_section,1,"The maximum lot coverage percentage in Subsection 19.302.4 is increased by 10 percentage points for development of a middle housing dwelling (except for townhouses and cottage clusters), an addition t",10,"30,35,45,50",agree,no,,,"lot-coverage bonus (+10 percentage points) for middle housing development, explicitly excluding townhouses and cottage c","The line reads 'a middle housing dwelling (except for townhouses and cottage clusters)'; our building is described as a four-unit attached townhome, which this bonus expressly excludes, and it is a discretionary allowance regardless."
00112,or/clackamas/milwaukie,max_coverage_pct,or/clackamas/milwaukie/19.300.base-zones.txt,559,19.302.5,read_section,1,The maximum lot coverage percentage in Subsection 19.302.4.B.4 is increased by a total of 5 percentage points for the development of new detached or attached accessory dwelling units. This allowance a,5,"30,35,45,50",agree,no,,,lot-coverage bonus (+5 percentage points) for new detached or attached accessory dwelling units,"'This allowance applies only to the detached accessory dwelling units' — our building is the primary structure, not an ADU, and it is an optional bonus in any case."
00113,or/clackamas/milwaukie,max_height_ft,or/clackamas/milwaukie/19.300.base-zones.txt,579,19.302.5,read_section,1,"An additional 10 ft of building height may be permitted in excess of the required maximum standard. For the additional 10 ft in building height, an additional 10% of site area beyond the minimum is re",10,"35,45",agree,no,,,discretionary height bonus of up to 10 additional ft in exchange for extra retained vegetation,"'An additional 10 ft of building height may be permitted' is a bonus a developer may elect, not a standard the building must satisfy."
00114,or/clackamas/milwaukie,max_units,or/clackamas/milwaukie/19.500.supplementary.txt,1469,19.505.3,read_section,1,"a. For buildings with more than 5 dwelling units, a minimum of 10% of the gross site area, or 750 sq ft, whichever is greater, shall be designated as common open space.",5,,agree,no,,,"minimum common open space (10% of gross site area or 750 sq ft, whichever greater) required for multi-unit buildings wit","The line applies 'For buildings with more than 5 dwelling units'; our building has only 4 units, so this specific sizing threshold does not apply to it."
00115,or/clackamas/milwaukie,min_frontage_ft,or/clackamas/milwaukie/19.500.supplementary.txt,1493,19.505.3,read_section,1,"c. For sites not on an arterial street, at least 50% of a site's street frontage, excluding driveways, shall be occupied by buildings that are located no further than 10 ft from the required setback l",10,,missed,yes,50,minimum percentage of street frontage occupied by building mass within a set distance of the setback line (build-to stan,objective design standard for multi-unit housing requiring buildings to occupy a share of the street frontage close to t,"'at least 50% of a site's street frontage, excluding driveways, shall be occupied by buildings that are located no further than 10 ft from the required setback line' is a mandatory objective standard under the Multi-Unit Housing design table, with no unit-count carve-out shown; the companion figure is 10 ft of depth from the setback line."
00116,or/clackamas/milwaukie,min_frontage_ft,or/clackamas/milwaukie/19.500.supplementary.txt,1494,19.505.3,read_section,1,"d. For sites on an arterial street, at least 50% of a site's street frontage, excluding driveways, shall be occupied by buildings that are located no further than 20 ft from the required setback line.",20,,missed,yes,50,minimum percentage of street frontage occupied by building mass within a set distance of the setback line (build-to stan,objective design standard for multi-unit housing requiring buildings to occupy a share of the street frontage close to t,"'at least 50% of a site's street frontage, excluding driveways, shall be occupied by buildings that are located no further than 20 ft from the required setback line' is the arterial-street counterpart to the standard just above it; the companion figure here is 20 ft of depth from the setback line."
00117,or/clackamas/milwaukie,max_height_ft,or/clackamas/milwaukie/19.500.supplementary.txt,1531,19.505.3,read_section,1,"c. On sites with a side or rear lot line that abuts an R-MD Zone, landscaping, or a combination of fencing and landscaping, shall be used to provide a sightobscuring screen 6 ft high along the abuttin",6,"35,45",missed,yes,6,minimum height of sight-obscuring screen where a site abuts an R-MD zone,landscaping/screening standard requiring a 6 ft sight-obscuring screen along a side or rear lot line that abuts an R-MD ,"'landscaping, or a combination of fencing and landscaping, shall be used to provide a sightobscuring screen 6 ft high along the abutting property line' is a mandatory site standard under the Multi-Unit Housing landscaping requirements that would apply to our building if its lot abuts an R-MD zone."
00118,or/clackamas/milwaukie,max_height_ft,or/clackamas/milwaukie/19.500.supplementary.txt,1571,19.505.3,read_section,1,"b. Where windows on a multi-unit development are within 30 ft of windows on adjacent residences, windows on the multi-unit development shall be offset so the panes do not overlap windows on adjacent r",30,"35,45",missed,yes,30,window offset required where within a set distance of adjacent residence windows (privacy standard),privacy design standard requiring windows on a multi-unit development to be offset from windows on adjacent residences w,"'Where windows on a multi-unit development are within 30 ft of windows on adjacent residences, windows on the multi-unit development shall be offset so the panes do not overlap' is a mandatory objective standard with no unit-count exclusion shown; 30 is the distance printed on the marked line."
